player,team,match_id,possessions_with_buildup,xg_buildup,avg_xg_per_possession,total_touches_in_buildup,minutes_played,xg_buildup_per90
Exequiel Alejandro Palacios,Bayer Leverkusen,3895180,5,0.356,0.071,23.0,410.0,0.078
Hugo Adnan Boumous,ATK Mohun Bagan,3813264,5,0.414,0.083,9.0,475.0,0.078
Ilan Kebbal,Stade de Reims,3802696,2,0.191,0.064,6.0,222.0,0.078
Kevin Danso,Lens,3837947,5,0.384,0.077,17.0,445.0,0.078
Antonio Perošević,East Bengal,3817888,6,0.475,0.079,6.0,546.0,0.078
Jerry Lalrinzuala,Chennaiyin,3813280,3,0.33,0.082,12.0,380.0,0.078
Soraisham Sandeep Singh,Kerala Blasters,3817866,3,0.316,0.079,8.0,364.0,0.078
Harmanjot Singh Khabra,Kerala Blasters,3817858,5,0.398,0.08,16.0,460.0,0.078
Marcos Aoás Corrêa,Paris Saint-Germain,3802665,6,0.475,0.079,12.0,552.0,0.078
Souvik Chakrabarti,Hyderabad,3827767,3,0.183,0.061,8.0,210.0,0.078
Harmanjot Singh Khabra,Kerala Blasters,3827335,2,0.165,0.082,4.0,190.0,0.078
Lalhrezuala Sailung,Odisha,3813308,3,0.245,0.082,8.0,282.0,0.078
Ashutosh Mehta,ATK Mohun Bagan,3813303,1,0.081,0.081,1.0,94.0,0.078
Nandhakumar Sekar,Odisha,3813273,2,0.161,0.08,6.0,186.0,0.078
Thiago Henrique Mendes Ribeiro,Lyon,3837717,5,0.402,0.08,15.0,465.0,0.078
Maxence Caqueret,Lyon,3837717,5,0.317,0.063,13.0,365.0,0.078
Kylian Mbappé Lottin,Paris Saint-Germain,3837747,3,0.237,0.079,5.0,273.0,0.078
Hira Mondal,East Bengal,3813293,2,0.162,0.081,5.0,186.0,0.078
Marko Lešković,Kerala Blasters,3827767,3,0.418,0.104,6.0,480.0,0.078
Muhammed Nemil Valiyattil,Goa,3817870,1,0.04,0.04,1.0,46.0,0.078
Danilo Luís Hélio Pereira,Paris Saint-Germain,3802793,10,0.878,0.08,22.0,1012.0,0.078
Joe Zoherliana,NorthEast United,3817886,1,0.054,0.054,5.0,63.0,0.078
Fabián Ruiz Peña,Paris Saint-Germain,3837896,7,0.573,0.082,26.0,665.0,0.078
Florian Sotoca,Lens,3837947,2,0.081,0.04,4.0,94.0,0.077
Anirudh Thapa,Chennaiyin,3813281,3,0.234,0.078,9.0,273.0,0.077
Lenny Rodrigues,ATK Mohun Bagan,3813314,2,0.157,0.078,4.0,184.0,0.077
Mohammad Mobashir Rahman,Jamshedpur,3817859,1,0.078,0.078,2.0,91.0,0.077
Nandhakumar Sekar,Odisha,3817865,1,0.024,0.024,2.0,28.0,0.077
Boris Singh Thangjam,Jamshedpur,3817881,2,0.124,0.062,4.0,144.0,0.077
Lukáš Hrádecký,Bayer Leverkusen,3895250,5,0.391,0.078,8.0,455.0,0.077
Suresh Singh Wangjam,Bengaluru,3813283,1,0.074,0.074,4.0,87.0,0.077
Nuno Mendes,Paris Saint-Germain,3837859,10,0.623,0.062,25.0,730.0,0.077
Thilo Kehrer,Paris Saint-Germain,3802665,8,0.566,0.071,19.0,664.0,0.077
Danilo Luís Hélio Pereira,Paris Saint-Germain,3837827,5,0.353,0.071,17.0,410.0,0.077
Vignesh Dakshinamurthy,Mumbai City,3813273,5,0.314,0.052,17.0,366.0,0.077
Asish Rai,Hyderabad,3817884,3,0.405,0.081,10.0,475.0,0.077
Franck Honorat,Borussia Mönchengladbach,3895060,2,0.129,0.064,4.0,150.0,0.077
Daniel Chima Chukwu,Jamshedpur,3817881,2,0.124,0.062,3.0,144.0,0.077
Fabián Ruiz Peña,Paris Saint-Germain,3837963,2,0.08,0.04,9.0,94.0,0.076
Tim Siersleben,FC Heidenheim,3895086,1,0.08,0.08,1.0,95.0,0.076
Marshall Nyasha Munetsi,Stade de Reims,3802696,3,0.316,0.079,11.0,376.0,0.076
Florian Wirtz,Bayer Leverkusen,3895250,4,0.297,0.074,14.0,352.0,0.076
Seriton Fernandes,Goa,3817894,10,0.639,0.064,18.0,760.0,0.076
Sahil Panwar,Odisha,3817872,4,0.317,0.079,10.0,376.0,0.076
Carl Gerard McHugh,ATK Mohun Bagan,3813291,3,0.229,0.076,7.0,273.0,0.076
Janis Blaswich,RB Leipzig,3895052,4,0.397,0.079,11.0,470.0,0.076
Prabhushkan Singh Gill,Kerala Blasters,3813310,3,0.227,0.076,5.0,270.0,0.076
Jean-Armel Kana-Biyik,Metz,3802948,1,0.043,0.043,2.0,51.0,0.076
Jonathan Tah,Bayer Leverkusen,3895244,5,0.476,0.079,18.0,564.0,0.076
Khumanthem Ninthoinganba Meetei,Chennaiyin,3817876,3,0.243,0.081,8.0,288.0,0.076
Birger Meling,Rennes,3802809,2,0.228,0.076,4.0,270.0,0.076
Héctor Rodas Ramírez,Odisha,3813295,1,0.053,0.053,1.0,63.0,0.076
Edmond Fayçal Tapsoba,Bayer Leverkusen,3895232,5,0.473,0.079,13.0,564.0,0.076
Gianluigi Donnarumma,Paris Saint-Germain,3802818,4,0.306,0.076,8.0,364.0,0.076
Deepak Devrani,Chennaiyin,3817858,1,0.078,0.078,1.0,93.0,0.076
Kylian Mbappé Lottin,Paris Saint-Germain,3838004,2,0.145,0.073,5.0,172.0,0.076
Christopher Trimmel,Union Berlin,3895292,3,0.157,0.052,7.0,186.0,0.076
Jonas Hofmann,Bayer Leverkusen,3895348,6,0.546,0.078,28.0,651.0,0.076
Raju Eknath Gaikwad,East Bengal,3813291,2,0.091,0.046,7.0,108.0,0.076
Vishal Kaith,Chennaiyin,3817858,1,0.078,0.078,1.0,93.0,0.076
Idrissa Gana Gueye,Paris Saint-Germain,3802793,7,0.684,0.076,25.0,810.0,0.076
Leander D''Cunha,Goa,3817870,1,0.04,0.04,2.0,47.0,0.076
Nathan Tella,Bayer Leverkusen,3895258,5,0.228,0.038,27.0,270.0,0.076
Josip Stanišić,Bayer Leverkusen,3895194,10,0.78,0.078,29.0,930.0,0.076
Martin Adeline,Stade de Reims,3802802,1,0.029,0.029,3.0,34.0,0.076
Kylian Mbappé Lottin,Paris Saint-Germain,3802837,2,0.312,0.078,10.0,372.0,0.076
Jonas Föhrenbach,FC Heidenheim,3895086,1,0.08,0.08,2.0,95.0,0.076
Armand Lauriente,Lorient,3802690,4,0.26,0.065,12.0,308.0,0.076
Cássio Gabriel Vilela Ferreira,Mumbai City,3817852,4,0.207,0.052,10.0,248.0,0.075
Hernán Daniel Santana Trujillo,NorthEast United,3813301,3,0.237,0.079,7.0,285.0,0.075
Piero Martín Hincapié Reyna,Bayer Leverkusen,3895139,6,0.528,0.075,42.0,637.0,0.075
Warmed Omari,Rennes,3837918,3,0.222,0.074,6.0,267.0,0.075
Asish Rai,Hyderabad,3817878,3,0.201,0.067,6.0,240.0,0.075
Naorem Mahesh Singh,East Bengal,3813291,1,0.075,0.075,1.0,91.0,0.075
Jonathas Cristian de Jesus,Odisha,3813308,1,0.233,0.078,3.0,282.0,0.075
Lionel Andrés Messi Cuccittini,Paris Saint-Germain,3837896,4,0.303,0.076,13.0,364.0,0.075
Eli Sabia Filho,Jamshedpur,3817850,5,0.394,0.079,9.0,470.0,0.075
Gurpreet Singh Sandhu,Bengaluru,3813289,4,0.382,0.076,16.0,460.0,0.075
Danilo Luís Hélio Pereira,Paris Saint-Germain,3837938,4,0.295,0.074,21.0,356.0,0.075
Alexandre Monteiro de Lima,Jamshedpur,3813307,2,0.229,0.076,8.0,276.0,0.075
Alassane Pléa,Borussia Mönchengladbach,3895060,7,0.539,0.077,21.0,651.0,0.075
Exequiel Alejandro Palacios,Bayer Leverkusen,3895194,9,0.777,0.078,71.0,930.0,0.075
Nuno Mendes,Paris Saint-Germain,3837680,7,0.623,0.078,30.0,744.0,0.075
Jerry Lalrinzuala,Chennaiyin,3817852,2,0.236,0.079,3.0,282.0,0.075
Lallianzuala Chhangte,Mumbai City,3817901,7,0.636,0.08,22.0,760.0,0.075
Mirlan Murzaev,Chennaiyin,3813279,5,0.372,0.062,7.0,444.0,0.075
Sergio Ramos García,Paris Saint-Germain,3837680,7,0.623,0.078,26.0,744.0,0.075
Lionel Andrés Messi Cuccittini,Paris Saint-Germain,3838017,5,0.384,0.077,15.0,460.0,0.075
Emerson Palmieri dos Santos,Lyon,3802752,6,0.472,0.079,18.0,564.0,0.075
Lionel Andrés Messi Cuccittini,Paris Saint-Germain,3802902,1,0.076,0.076,5.0,91.0,0.075
Kouadio Emmanuel Koné,Borussia Mönchengladbach,3895210,1,0.065,0.065,2.0,78.0,0.075
Dan-Axel Zagadou,VfB Stuttgart,3895167,7,0.787,0.079,50.0,940.0,0.075
Alberto Noguera Ripoll,Goa,3817863,6,0.462,0.077,11.0,558.0,0.074
Francisco José Sota Bernard,East Bengal,3817902,2,0.237,0.079,3.0,288.0,0.074
Anisa Anwar Ali,Goa,3817894,8,0.61,0.076,13.0,744.0,0.074
Deepak Tangri,ATK Mohun Bagan,3813291,3,0.211,0.07,6.0,258.0,0.074
Cleiton Augusto Oliveira Silva,Bengaluru,3813287,2,0.137,0.069,7.0,168.0,0.074
Sanson Pereira,Goa,3817874,2,0.041,0.02,8.0,50.0,0.074
Lalengmawia Ralte,Mumbai City,3817862,4,0.311,0.078,19.0,376.0,0.074
Sanson Pereira,Goa,3817870,1,0.04,0.04,1.0,48.0,0.074
Jayesh Dilip Rane,Bengaluru,3813287,3,0.247,0.062,5.0,300.0,0.074
Marvin Schwäbe,FC Köln,3895258,2,0.148,0.074,2.0,180.0,0.074
Sourav Das,East Bengal,3813293,3,0.23,0.077,11.0,279.0,0.074
Antonio Perošević,East Bengal,3817896,2,0.156,0.078,3.0,188.0,0.074
Florian Wirtz,Bayer Leverkusen,3895292,4,0.313,0.078,16.0,380.0,0.074
Mario Lemina,OGC Nice,3802805,3,0.166,0.055,8.0,201.0,0.074
Greg Stewart,Jamshedpur,3817881,3,0.232,0.077,3.0,282.0,0.074
Pritam Kotal,ATK Mohun Bagan,3813264,6,0.451,0.075,18.0,552.0,0.074
Jonathan Tah,Bayer Leverkusen,3895220,8,0.594,0.074,34.0,720.0,0.074
Laldinliana Renthlei,Jamshedpur,3817859,1,0.078,0.078,2.0,95.0,0.074
Fares Chaïbi,Toulouse,3837859,3,0.381,0.076,8.0,460.0,0.074
Akash Mishra,Hyderabad,3817884,5,0.546,0.078,12.0,665.0,0.074
Subhasish Bose,ATK Mohun Bagan,3813291,3,0.226,0.075,5.0,276.0,0.074
Jonas Hofmann,Bayer Leverkusen,3895158,8,0.463,0.051,21.0,567.0,0.074
Danish Farooq Bhat,Bengaluru,3817874,3,0.195,0.065,4.0,237.0,0.074
Isaac Vanmalsawma Chhakchhuak,Odisha,3817892,2,0.127,0.064,5.0,154.0,0.074
Kylian Mbappé Lottin,Paris Saint-Germain,3837938,3,0.228,0.076,11.0,276.0,0.074
Seko Fofana,Lens,3802685,6,0.446,0.074,12.0,546.0,0.074
Leandro Daniel Paredes,Paris Saint-Germain,3802907,8,0.552,0.069,27.0,672.0,0.074
Amine Harit,Marseille,3837747,5,0.288,0.058,6.0,350.0,0.074
Víctor Mongil Adeva,Odisha,3813273,2,0.1,0.05,3.0,122.0,0.074
Robert Andrich,Bayer Leverkusen,3895194,11,0.837,0.076,45.0,1034.0,0.073
Alberto Noguera Ripoll,Goa,3817848,6,0.534,0.076,26.0,658.0,0.073
Lukáš Hrádecký,Bayer Leverkusen,3895292,3,0.22,0.073,5.0,273.0,0.073
Hendry Antonay,Odisha,3813273,1,0.074,0.074,1.0,92.0,0.073
Nuno Mendes,Paris Saint-Germain,3802793,7,0.598,0.075,28.0,736.0,0.073
Bartholomew Owogbalor Ogbeche,Hyderabad,3817860,3,0.179,0.06,7.0,222.0,0.073
Paul Bernardoni,Angers,3837818,2,0.151,0.076,4.0,186.0,0.073
Linton Maina,FC Köln,3895258,1,0.065,0.065,2.0,80.0,0.073
Bruno Edgar Silva Almeida,Bengaluru,3813274,2,0.149,0.075,8.0,184.0,0.073
Carl Gerard McHugh,ATK Mohun Bagan,3817856,2,0.084,0.042,4.0,104.0,0.073
Maximilian Wöber,Borussia Mönchengladbach,3895060,7,0.513,0.073,32.0,637.0,0.073
Laldanmawia Ralte,NorthEast United,3813297,1,0.052,0.052,2.0,64.0,0.073
Rominigue Kouamé N''Guessan,Troyes,3837771,4,0.244,0.061,14.0,300.0,0.073
Jorge Ortiz Mendoza,Goa,3813266,3,0.303,0.076,18.0,372.0,0.073
Wahengbam Angousana Luwang,East Bengal,3817896,4,0.238,0.048,8.0,295.0,0.073
Gerzino Nyamsi,Strasbourg,3838004,4,0.275,0.069,8.0,340.0,0.073
Kiyan Nassiri Giri,ATK Mohun Bagan,3817884,2,0.091,0.046,3.0,112.0,0.073
Adrien Hunou,Angers,3837954,5,0.348,0.07,13.0,430.0,0.073
Nerijus Valskis,Jamshedpur,3813268,4,0.301,0.075,4.0,372.0,0.073
Nikhil Poojary,Hyderabad,3817869,1,0.057,0.057,2.0,71.0,0.073
Edmond Fayçal Tapsoba,Bayer Leverkusen,3895286,9,0.682,0.068,38.0,840.0,0.073
Luca Pfeiffer,Darmstadt 98,3895067,1,0.074,0.074,2.0,92.0,0.073
Provat Lakra,NorthEast United,3813301,5,0.393,0.079,10.0,485.0,0.073
Ishan Pandita,Jamshedpur,3817850,1,0.028,0.028,3.0,34.0,0.073
Florian Wirtz,Bayer Leverkusen,3895244,6,0.494,0.071,38.0,609.0,0.073
Álvaro Vázquez García,Kerala Blasters,3827335,3,0.213,0.071,7.0,267.0,0.072
Rahul Bheke,Mumbai City,3813273,6,0.518,0.074,21.0,651.0,0.072
Cássio Gabriel Vilela Ferreira,Mumbai City,3813284,2,0.151,0.075,3.0,188.0,0.072
Muhammad Ashique Kuruniyan,Bengaluru,3813274,3,0.182,0.061,6.0,228.0,0.072
Timo Hübers,FC Köln,3895107,3,0.216,0.072,9.0,270.0,0.072
Adrián Nicolás Luna Retamar,Kerala Blasters,3817851,9,0.672,0.075,32.0,837.0,0.072
Naocha Huidrom Singh,East Bengal,3817902,2,0.22,0.073,5.0,276.0,0.072
Dango Aboubacar Faissal Ouattara,Lorient,3802818,4,0.308,0.062,7.0,385.0,0.072
Danish Farooq Bhat,Bengaluru,3813287,3,0.287,0.072,5.0,360.0,0.072
Alejandro Grimaldo García,Bayer Leverkusen,3895153,4,0.292,0.073,14.0,364.0,0.072
Laldinliana Renthlei,Jamshedpur,3813268,3,0.223,0.074,3.0,279.0,0.072
Warren Zaire Emery,Paris Saint-Germain,3838017,6,0.44,0.073,19.0,552.0,0.072
Lalthathanga Khawlhring,Kerala Blasters,3813310,3,0.227,0.076,19.0,282.0,0.072
Emmanuel Agbadou,Stade de Reims,3837839,4,0.28,0.07,8.0,352.0,0.072
Mattéo Guendouzi Olié,Marseille,3802902,5,0.59,0.074,24.0,736.0,0.072
Neymar da Silva Santos Junior,Paris Saint-Germain,3802818,3,0.224,0.075,14.0,279.0,0.072
Ángel Fabián Di María Hernández,Paris Saint-Germain,3802665,8,0.56,0.07,23.0,704.0,0.072
Amey Ganesh Ranawade,Mumbai City,3817887,4,0.264,0.053,6.0,330.0,0.072
Nuno Mendes,Paris Saint-Germain,3837928,6,0.516,0.074,15.0,644.0,0.072
Youssouf Fofana,AS Monaco,3802683,2,0.087,0.043,11.0,108.0,0.072
William Mikelbrencis,Metz,3802948,1,0.043,0.043,4.0,54.0,0.072
Lukas Kübler,Freiburg,3895121,4,0.306,0.076,9.0,380.0,0.072
William Saliba,Marseille,3802902,5,0.582,0.073,15.0,728.0,0.072
Lenny Rodrigues,ATK Mohun Bagan,3813291,4,0.29,0.072,13.0,364.0,0.072
Lallianzuala Chhangte,Mumbai City,3817862,6,0.552,0.069,22.0,688.0,0.072
Sergio Ramos García,Paris Saint-Germain,3802665,6,0.433,0.072,21.0,540.0,0.072
Ygor de Oliveira Ferreira,Mumbai City,3813265,1,0.021,0.021,3.0,26.0,0.072
Seminlen Doungel,Jamshedpur,3817850,2,0.091,0.045,4.0,114.0,0.072
Jeremie Frimpong,Bayer Leverkusen,3895210,11,1.022,0.073,26.0,1274.0,0.072
Lilian Brassier,Stade Brestois,3837902,2,0.134,0.067,4.0,170.0,0.071
Victor Okoh Boniface,Bayer Leverkusen,3895340,2,0.102,0.051,5.0,130.0,0.071
Darren Sidoel,East Bengal,3813291,2,0.091,0.046,7.0,116.0,0.071
Mohammed Irshad,NorthEast United,3813302,1,0.022,0.022,2.0,28.0,0.071
Vikram Pratap Singh,Mumbai City,3813286,2,0.039,0.02,4.0,50.0,0.071
Ionuț Andrei Radu,Auxerre,3837998,2,0.15,0.075,5.0,190.0,0.071
Mohammad Mobashir Rahman,Jamshedpur,3827335,1,0.025,0.025,1.0,32.0,0.071
Lukáš Hrádecký,Bayer Leverkusen,3895121,4,0.298,0.074,7.0,376.0,0.071
Adrián Nicolás Luna Retamar,Kerala Blasters,3817897,3,0.226,0.075,3.0,285.0,0.071
Moussa Soumano,AC Ajaccio,3837987,1,0.019,0.019,2.0,24.0,0.071
Marco Sahanek,NorthEast United,3817859,1,0.035,0.035,2.0,45.0,0.071
Adrián Nicolás Luna Retamar,Kerala Blasters,3813300,1,0.067,0.067,2.0,85.0,0.071
Phurba Tempa Lachenpa,Mumbai City,3817887,1,0.074,0.074,3.0,93.0,0.071
Koen Casteels,Wolfsburg,3895266,2,0.137,0.069,4.0,174.0,0.071
Jean-Louis Leca,Lens,3802676,2,0.145,0.073,2.0,184.0,0.071
Ivane Chegra,AC Ajaccio,3837987,1,0.019,0.019,2.0,24.0,0.071
Nicolas Höfler,Freiburg,3895121,2,0.147,0.074,3.0,188.0,0.071
Alejandro Grimaldo García,Bayer Leverkusen,3895167,6,0.504,0.072,28.0,637.0,0.071
Glan Martins,Goa,3817848,5,0.407,0.068,11.0,516.0,0.071
Salam Ranjan Singh,Chennaiyin,3817889,3,0.341,0.068,26.0,435.0,0.071
Ibrahima Sissoko,Strasbourg,3838004,8,0.469,0.059,21.0,592.0,0.071
Vincy Barretto,Kerala Blasters,3817881,1,0.035,0.035,2.0,45.0,0.071
Antonio Perošević,East Bengal,3813298,1,0.072,0.072,1.0,91.0,0.071
Abdul Rabeeh,Hyderabad,3817857,2,0.071,0.035,4.0,90.0,0.071
Karl Brillant Toko Ekambi,Lyon,3837717,7,0.472,0.067,18.0,602.0,0.071
Bipin Singh Thounajam,Mumbai City,3817887,1,0.074,0.074,6.0,93.0,0.071
Branco van den Boomen,Toulouse,3837683,1,0.059,0.059,5.0,75.0,0.071
Flavien Tait,Rennes,3802809,5,0.402,0.067,15.0,510.0,0.071
Rahul Bheke,Mumbai City,3813265,3,0.285,0.071,18.0,360.0,0.071
Bruno Edgar Silva Almeida,Bengaluru,3817849,5,0.518,0.074,16.0,658.0,0.071
Birama Touré,Auxerre,3837998,5,0.367,0.073,15.0,465.0,0.071
Ángel Fabián Di María Hernández,Paris Saint-Germain,3802809,3,0.226,0.075,12.0,285.0,0.071
Sahil Panwar,Odisha,3813273,1,0.074,0.074,2.0,94.0,0.071
Darren Sidoel,East Bengal,3817896,2,0.14,0.047,8.0,177.0,0.071
Jeremie Frimpong,Bayer Leverkusen,3895194,7,0.586,0.073,32.0,744.0,0.071
Harmanjot Singh Khabra,Kerala Blasters,3813296,4,0.352,0.07,11.0,445.0,0.071
Prabhushkan Singh Gill,Kerala Blasters,3827767,2,0.398,0.099,6.0,504.0,0.071
Suvam Sen,East Bengal,3813280,1,0.071,0.071,2.0,91.0,0.07
Makan Winkle Chote,Goa,3817870,2,0.148,0.074,5.0,190.0,0.07
Kiliann Sildillia,Freiburg,3895121,1,0.071,0.071,3.0,92.0,0.07
Mahdi Camara,Saint-Étienne,3802709,2,0.137,0.069,10.0,176.0,0.07
Lalthathanga Khawlhring,Kerala Blasters,3817866,4,0.342,0.068,6.0,440.0,0.07
Jonas Hofmann,Bayer Leverkusen,3895210,10,0.77,0.064,47.0,996.0,0.07
Deshorn Brown,NorthEast United,3813301,2,0.282,0.071,4.0,364.0,0.07
Kylian Mbappé Lottin,Paris Saint-Germain,3802795,3,0.286,0.072,6.0,368.0,0.07
Neymar da Silva Santos Junior,Paris Saint-Germain,3837650,3,0.203,0.068,12.0,261.0,0.07
Jordan Murray,Jamshedpur,3813298,2,0.034,0.017,8.0,44.0,0.07
Grant-Leon Ranos,Borussia Mönchengladbach,3895060,1,0.007,0.007,2.0,9.0,0.07
Chancel Mbemba Mangulu,Marseille,3837747,6,0.506,0.072,31.0,651.0,0.07
Isaac Vanmalsawma Chhakchhuak,Odisha,3817851,1,0.056,0.056,2.0,72.0,0.07
Branco van den Boomen,Toulouse,3837859,4,0.431,0.072,16.0,552.0,0.07
Arshdeep Singh Saini,Odisha,3817865,2,0.144,0.072,3.0,184.0,0.07
Vitor Machado Ferreira,Paris Saint-Germain,3837727,4,0.283,0.071,8.0,364.0,0.07
Junior Castello Lukeba,Lyon,3837717,4,0.272,0.068,9.0,348.0,0.07
Lukáš Hrádecký,Bayer Leverkusen,3895258,2,0.143,0.072,3.0,184.0,0.07
Mohammad Mobashir Rahman,Jamshedpur,3817857,2,0.1,0.05,4.0,128.0,0.07
Mandar Rao Desai,Mumbai City,3817887,2,0.081,0.04,4.0,104.0,0.07
Kylian Mbappé Lottin,Paris Saint-Germain,3838017,3,0.209,0.07,6.0,267.0,0.07
Eli Sabia Filho,Jamshedpur,3817859,2,0.128,0.064,3.0,164.0,0.07
Daniel Olmo Carvajal,RB Leipzig,3895202,3,0.23,0.057,8.0,296.0,0.07
Jonathan Tah,Bayer Leverkusen,3895121,5,0.349,0.07,34.0,450.0,0.07
Cássio Gabriel Vilela Ferreira,Mumbai City,3817867,2,0.22,0.073,4.0,285.0,0.07
Cássio Gabriel Vilela Ferreira,Mumbai City,3813273,6,0.413,0.059,22.0,532.0,0.07
Joni Ensio Kauko,ATK Mohun Bagan,3817892,6,0.455,0.076,18.0,582.0,0.07
Fabián Ruiz Peña,Paris Saint-Germain,3837859,9,0.643,0.071,27.0,828.0,0.07
Alejandro Grimaldo García,Bayer Leverkusen,3895348,6,0.321,0.054,16.0,414.0,0.07
Ricky Lallawmawma,Jamshedpur,3817900,4,0.358,0.072,10.0,460.0,0.07
Nikhil Poojary,Hyderabad,3817887,1,0.074,0.074,3.0,95.0,0.07
Hormipam Ruivah,Kerala Blasters,3817851,6,0.441,0.073,16.0,564.0,0.07
Ricky Lallawmawma,Jamshedpur,3817857,4,0.271,0.068,10.0,348.0,0.07
Matthias Ginter,Freiburg,3895121,1,0.071,0.071,2.0,93.0,0.069
Alejandro Grimaldo García,Bayer Leverkusen,3895220,8,0.56,0.07,23.0,736.0,0.069
Eduardo García Martín,Hyderabad,3813277,1,0.018,0.018,1.0,24.0,0.069
Alexandre Monteiro de Lima,Jamshedpur,3817850,1,0.018,0.018,4.0,23.0,0.069
Eli Sabia Filho,Jamshedpur,3813288,2,0.139,0.07,2.0,182.0,0.069
Matz Sels,Strasbourg,3838004,2,0.118,0.059,4.0,154.0,0.069
Yunis Abdelhamid,Stade de Reims,3837839,3,0.215,0.072,5.0,279.0,0.069
Laldinliana Renthlei,Jamshedpur,3817881,4,0.292,0.073,13.0,380.0,0.069
Lalengmawia Ralte,Mumbai City,3813265,3,0.293,0.073,12.0,380.0,0.069
Héctor Rodas Ramírez,Odisha,3817872,2,0.142,0.071,3.0,184.0,0.069
Josip Stanišić,Bayer Leverkusen,3895220,6,0.427,0.071,12.0,558.0,0.069
Lassine Sinayoko,Auxerre,3837998,6,0.389,0.065,22.0,504.0,0.069
Lionel Andrés Messi Cuccittini,Paris Saint-Germain,3837918,7,0.508,0.073,22.0,665.0,0.069
Pronay Halder,Jamshedpur,3813268,1,0.071,0.071,1.0,93.0,0.069
Josip Stanišić,Bayer Leverkusen,3895210,14,1.306,0.073,85.0,1692.0,0.069
Antonio Perošević,East Bengal,3817882,2,0.113,0.057,4.0,148.0,0.069
Souvik Chakrabarti,Hyderabad,3817887,3,0.222,0.074,6.0,288.0,0.069
Lucas Silva Melo,Eintracht Frankfurt,3895333,4,0.287,0.072,8.0,376.0,0.069
Jonathas Cristian de Jesus,Odisha,3817880,3,0.213,0.071,5.0,279.0,0.069
Hugo Ekitike,Paris Saint-Germain,3837876,1,0.035,0.035,8.0,45.0,0.069
Sergio Ramos García,Paris Saint-Germain,3838017,6,0.409,0.068,29.0,534.0,0.069
Presnel Kimpembe,Paris Saint-Germain,3802676,9,0.631,0.07,25.0,819.0,0.069
Mauro Emanuel Icardi Rivero,Paris Saint-Germain,3802802,4,0.349,0.07,8.0,455.0,0.069
Bartholomew Owogbalor Ogbeche,Hyderabad,3813305,2,0.143,0.072,3.0,188.0,0.069
Mohammed Irshad,NorthEast United,3813290,1,0.109,0.036,3.0,141.0,0.069
Mario Götze,Eintracht Frankfurt,3895333,7,0.577,0.072,17.0,752.0,0.069
Mathieu Coutadeur,AC Ajaccio,3837987,2,0.092,0.046,9.0,122.0,0.068
Andreaw Gravillon,Stade de Reims,3802802,2,0.136,0.068,6.0,180.0,0.068
Anirudh Thapa,Chennaiyin,3817882,4,0.273,0.068,8.0,364.0,0.068
Mattéo Guendouzi Olié,Marseille,3837747,5,0.43,0.072,22.0,570.0,0.068
Serigne Mourtada Fall,Mumbai City,3817901,8,0.649,0.072,29.0,855.0,0.068
Eric Bertrand Bailly,Marseille,3837747,1,0.064,0.032,14.0,84.0,0.068
Malo Gusto,Lyon,3802752,5,0.353,0.071,11.0,470.0,0.068
Dheeraj Singh Moirangthem,Goa,3813308,2,0.136,0.068,2.0,180.0,0.068
Jordan Murray,Jamshedpur,3813311,3,0.284,0.071,7.0,376.0,0.068
Odilon Kossonou,Bayer Leverkusen,3895340,7,0.334,0.048,44.0,441.0,0.068
Nikhil Poojary,Hyderabad,3813299,2,0.129,0.064,3.0,170.0,0.068
Vignesh Dakshinamurthy,Mumbai City,3817898,2,0.143,0.071,3.0,188.0,0.068
Hamari Traoré,Rennes,3802809,3,0.289,0.072,7.0,380.0,0.068
Lionel Andrés Messi Cuccittini,Paris Saint-Germain,3802805,5,0.416,0.069,18.0,552.0,0.068
Aniket Anil Jadhav,Hyderabad,3827338,1,0.059,0.059,2.0,77.0,0.068
Achraf Hakimi Mouh,Paris Saint-Germain,3802683,1,0.14,0.07,10.0,184.0,0.068
Maxime Busi,Stade de Reims,3802802,2,0.136,0.068,5.0,180.0,0.068
Vikram Pratap Singh,Mumbai City,3817898,1,0.021,0.021,2.0,28.0,0.068
El Chadaille Bitshiabu,Paris Saint-Germain,3837859,9,0.541,0.06,27.0,711.0,0.068
Luan Peres Petroni,Marseille,3802902,6,0.611,0.068,26.0,810.0,0.068
Marco Verratti,Paris Saint-Germain,3802805,3,0.204,0.068,7.0,270.0,0.068
João Victor de Albuquerque Bruno,Hyderabad,3813272,7,0.555,0.069,14.0,736.0,0.068
Hendry Antonay,Odisha,3817851,1,0.056,0.056,1.0,74.0,0.068
Marshall Nyasha Munetsi,Stade de Reims,3837839,3,0.168,0.056,5.0,222.0,0.068
Marcos Aoás Corrêa,Paris Saint-Germain,3802904,2,0.138,0.069,4.0,182.0,0.068
Akash Mishra,Hyderabad,3813272,5,0.349,0.07,10.0,465.0,0.068
Seminlen Doungel,Jamshedpur,3817900,1,0.038,0.038,2.0,50.0,0.068
Deepak Tangri,ATK Mohun Bagan,3817889,3,0.164,0.055,5.0,219.0,0.068
Sunil Chhetri,Bengaluru,3813274,2,0.131,0.066,3.0,174.0,0.068
Kiliann Sildillia,Freiburg,3895275,5,0.427,0.071,18.0,564.0,0.068
Leander D''Cunha,Goa,3813270,1,0.055,0.055,8.0,73.0,0.068
Mehtab Singh,Mumbai City,3817864,7,0.49,0.07,19.0,651.0,0.068
