season_name,match_id,player,team,possessions_with_shot,xg_chain,shots_in_chain,goals_in_chain,avg_xg_per_possession,total_touches_in_chains,minutes_played,xg_chain_per90,team_involvement_pct
2021/2022,3817878,Aniket Anil Jadhav,Hyderabad,6,0.422,6.0,1.0,0.07,15.0,372.0,0.102,15.56
2021/2022,3813295,Eduardo García Martín,Hyderabad,4,0.309,4.0,2.0,0.077,10.0,272.0,0.102,15.49
2021/2022,3817893,Suhair Vadakkepeedika,NorthEast United,5,0.525,5.0,1.0,0.105,11.0,465.0,0.102,60.99
2021/2022,3802709,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,14,1.455,15.0,2.0,0.104,49.0,1288.0,0.102,72.15
2021/2022,3813264,Akash Mishra,Hyderabad,8,0.832,9.0,2.0,0.104,13.0,736.0,0.102,61.46
2021/2022,3802907,Benjamin André,Lille,5,0.51,5.0,0.0,0.102,17.0,450.0,0.102,49.86
2021/2022,3817869,Parag Satish Shrivas,Bengaluru,1,0.052,1.0,0.0,0.052,4.0,46.0,0.102,5.24
2021/2022,3813282,Mohammad Nawaz,Mumbai City,1,0.104,1.0,0.0,0.104,2.0,92.0,0.102,7.53
2021/2022,3813307,Alan Henrique Costa,Bengaluru,3,0.308,4.0,0.0,0.103,4.0,273.0,0.102,58.32
2022,3869684,Yahia Attiyat allah,Morocco,4,0.432,4.0,0.0,0.108,9.0,380.0,0.102,44.55
2021/2022,3802793,Kylian Mbappé Lottin,Paris Saint-Germain,12,1.248,14.0,0.0,0.104,31.0,1104.0,0.102,78.4
2022,3857294,Marten de Roon,Netherlands,2,0.185,3.0,0.0,0.092,6.0,164.0,0.102,13.77
2021/2022,3813277,Rahul Bheke,Mumbai City,7,0.74,8.0,0.0,0.106,14.0,651.0,0.102,62.17
2022,3857282,Chris Mepham,Wales,2,0.219,2.0,0.0,0.109,8.0,194.0,0.102,15.7
2021/2022,3813306,Mashoor Shereef Thangalakath,NorthEast United,3,0.095,3.0,1.0,0.032,6.0,84.0,0.102,6.98
2022,3857258,Carlos Henrique Casimiro,Brazil,12,1.313,16.0,1.0,0.109,40.0,1164.0,0.102,67.32
2022,3857300,Enzo Fernandez,Argentina,4,0.194,4.0,0.0,0.048,8.0,172.0,0.102,9.2
2021/2022,3817869,Mohammad Yasir,Hyderabad,1,0.026,1.0,0.0,0.026,1.0,23.0,0.102,4.51
2021/2022,3817895,Seriton Fernandes,Goa,11,1.101,11.0,3.0,0.1,26.0,979.0,0.101,58.88
2021/2022,3827767,Juan Antonio González Fernández,Hyderabad,2,0.191,3.0,0.0,0.096,3.0,170.0,0.101,4.89
2021/2022,3813297,Muhammad Ashique Kuruniyan,Bengaluru,7,0.737,7.0,3.0,0.105,10.0,658.0,0.101,78.35
2021/2022,3813292,Sahal Abdul Samad,Kerala Blasters,1,0.076,1.0,0.0,0.076,3.0,68.0,0.101,26.07
2021/2022,3813296,Jeakson Singh Thaunaojam,Kerala Blasters,3,0.302,3.0,0.0,0.101,7.0,270.0,0.101,19.56
2021/2022,3802752,Jason Denayer,Lyon,3,0.316,3.0,1.0,0.105,6.0,282.0,0.101,46.73
2022,3857280,Gabriel Teodoro Martinelli Silva,Brazil,11,1.226,11.0,0.0,0.111,25.0,1089.0,0.101,52.41
2022,3857268,Tajon Buchanan,Canada,11,0.98,11.0,0.0,0.089,33.0,869.0,0.101,41.85
2021/2022,3802696,Achraf Hakimi Mouh,Paris Saint-Germain,8,0.823,8.0,2.0,0.103,26.0,736.0,0.101,81.36
2021/2022,3813294,Vladimir Koman Jr.,Chennaiyin,7,0.72,8.0,1.0,0.103,13.0,644.0,0.101,59.55
2021/2022,3802696,Thilo Kehrer,Paris Saint-Germain,6,0.637,6.0,2.0,0.106,22.0,570.0,0.101,62.97
2021/2022,3817882,Naocha Huidrom Singh,East Bengal,1,0.018,1.0,0.0,0.018,2.0,16.0,0.101,1.14
2022,3869354,Antoine Griezmann,France,7,0.773,7.0,2.0,0.11,13.0,686.0,0.101,92.09
2021/2022,3813279,Lallianzuala Chhangte,Chennaiyin,8,0.63,9.0,1.0,0.079,23.0,560.0,0.101,33.47
2021/2022,3817890,Princeton Rebello,Goa,13,1.272,14.0,0.0,0.098,35.0,1131.0,0.101,64.95
2021/2022,3813293,Cleiton Augusto Oliveira Silva,Bengaluru,6,0.591,7.0,0.0,0.099,12.0,528.0,0.101,68.13
2022,3857282,Haji Wright,United States,1,0.027,1.0,0.0,0.027,3.0,24.0,0.101,4.48
2021/2022,3827336,Amrinder Singh,ATK Mohun Bagan,4,0.427,5.0,0.0,0.107,6.0,380.0,0.101,17.79
2021/2022,3817855,Manvir Singh,ATK Mohun Bagan,6,0.645,7.0,0.0,0.108,10.0,576.0,0.101,44.9
2022,3857297,Grzegorz Krychowiak,Poland,3,0.297,3.0,0.0,0.099,3.0,264.0,0.101,17.13
2021/2022,3813312,Hugo Adnan Boumous,ATK Mohun Bagan,6,0.311,6.0,0.0,0.052,15.0,276.0,0.101,58.48
2021/2022,3817869,Prince Vinny Ibara Doniama,Bengaluru,3,0.285,3.0,0.0,0.095,6.0,255.0,0.101,28.72
2022,3869684,Abdelhamid Sabiri,Morocco,2,0.101,2.0,0.0,0.05,6.0,90.0,0.101,10.42
2021/2022,3813298,Ishan Pandita,Jamshedpur,3,0.165,5.0,0.0,0.055,9.0,147.0,0.101,14.98
2021/2022,3817876,Nerijus Valskis,Chennaiyin,3,0.252,3.0,0.0,0.084,11.0,225.0,0.101,38.1
2021/2022,3813288,Rohit Danu,Hyderabad,2,0.108,2.0,0.0,0.054,2.0,96.0,0.101,22.13
2022,3857258,Alex Sandro Lobo Silva,Brazil,11,1.157,15.0,2.0,0.105,46.0,1034.0,0.101,59.32
2021/2022,3813301,Deshorn Brown,NorthEast United,7,0.712,9.0,0.0,0.102,13.0,637.0,0.101,54.63
2022,3857258,Danilo Luiz da Silva,Brazil,11,1.147,15.0,2.0,0.104,49.0,1023.0,0.101,58.81
2021/2022,3817873,Subhasish Roy Chowdhury,NorthEast United,1,0.092,1.0,0.0,0.092,1.0,83.0,0.1,7.81
2022,3869254,Rúben Diogo Da Silva Neves,Portugal,1,0.01,1.0,1.0,0.01,6.0,9.0,0.1,0.44
2022,3857293,Matías Vecino Falero,Uruguay,3,0.209,3.0,0.0,0.07,5.0,189.0,0.1,15.33
2021/2022,3813285,Eduardo Bedia Peláez,Goa,7,0.74,7.0,1.0,0.106,14.0,665.0,0.1,93.65
2021/2022,3817885,Raju Eknath Gaikwad,East Bengal,4,0.403,6.0,0.0,0.101,5.0,364.0,0.1,53.36
2022,3869354,Jules Koundé,France,2,0.213,2.0,1.0,0.107,3.0,192.0,0.1,25.38
2021/2022,3817890,Aibanbha Kupar Dohling,Goa,6,0.602,7.0,0.0,0.1,14.0,540.0,0.1,30.74
2021/2022,3817859,Narender Gahlot,Jamshedpur,1,0.049,1.0,0.0,0.049,2.0,44.0,0.1,3.14
2021/2022,3817851,Sahal Abdul Samad,Kerala Blasters,9,0.692,9.0,1.0,0.077,15.0,621.0,0.1,74.07
2021/2022,3802685,Jonathan Gradit,Lens,3,0.302,3.0,0.0,0.101,5.0,273.0,0.1,28.27
2022,3857273,Gareth Frank Bale,Wales,3,0.296,5.0,0.0,0.099,4.0,267.0,0.1,54.99
2021/2022,3813282,Serigne Mourtada Fall,Mumbai City,1,0.051,1.0,0.0,0.051,1.0,46.0,0.1,3.69
2021/2022,3813298,Franjo Prce,East Bengal,2,0.206,2.0,1.0,0.103,3.0,186.0,0.1,35.3
2021/2022,3813268,David Joel Williams,ATK Mohun Bagan,3,0.123,3.0,0.0,0.041,6.0,111.0,0.1,9.13
2022,3869684,Jawad El Yamiq,Morocco,1,0.073,1.0,0.0,0.073,2.0,66.0,0.1,7.53
2021/2022,3813297,Mathias Coureur,NorthEast United,8,0.842,10.0,1.0,0.105,14.0,760.0,0.1,63.79
2022,3857285,Pape Gueye,Senegal,3,0.087,3.0,0.0,0.029,7.0,78.0,0.1,13.06
2022,3869684,Sofyan Amrabat,Morocco,4,0.404,5.0,0.0,0.101,7.0,364.0,0.1,41.66
2021/2022,3813291,Amarjit Singh Kiyam Singh,East Bengal,4,0.263,4.0,0.0,0.066,8.0,236.0,0.1,39.58
2021/2022,3817848,Seriton Fernandes,Goa,5,0.476,6.0,0.0,0.095,15.0,430.0,0.1,51.86
2021/2022,3817863,Anisa Anwar Ali,Goa,4,0.409,4.0,1.0,0.102,10.0,368.0,0.1,39.58
2021/2022,3827337,Peter Hartley,Jamshedpur,1,0.103,1.0,0.0,0.103,2.0,93.0,0.1,17.75
2021/2022,3813280,Jerry Lalrinzuala,Chennaiyin,3,0.316,4.0,0.0,0.105,12.0,285.0,0.1,15.18
2022,3869420,Éder Gabriel Militão,Brazil,9,1.054,10.0,1.0,0.117,28.0,945.0,0.1,21.51
2022,3869420,Richarlison de Andrade,Brazil,6,0.556,6.0,0.0,0.093,10.0,498.0,0.1,11.35
2021/2022,3802837,Harold Moukoudi,Saint-Étienne,3,0.156,3.0,0.0,0.052,5.0,141.0,0.1,39.85
2022,3857266,Antoine Griezmann,France,15,1.535,18.0,1.0,0.102,35.0,1380.0,0.1,82.81
2021/2022,3802837,Zaydou Youssouf,Saint-Étienne,3,0.156,3.0,0.0,0.052,8.0,141.0,0.1,39.85
2021/2022,3817853,Airam López Cabrera,Goa,4,0.276,4.0,0.0,0.069,9.0,252.0,0.099,24.03
2021/2022,3813275,Boris Singh Thangjam,Jamshedpur,5,0.504,10.0,0.0,0.101,8.0,460.0,0.099,50.9
2022,3869152,Raphaël Varane,France,6,0.608,6.0,2.0,0.101,13.0,552.0,0.099,54.4
2022,3857293,Iñaki Williams Arthuer,Ghana,2,0.156,2.0,0.0,0.078,4.0,142.0,0.099,11.2
2021/2022,3813292,Álvaro Vázquez García,Kerala Blasters,1,0.076,1.0,0.0,0.076,2.0,69.0,0.099,26.07
2021/2022,3827767,Prabhushkan Singh Gill,Kerala Blasters,2,0.277,4.0,0.0,0.139,3.0,252.0,0.099,6.6
2022,3857283,Yahia Attiyat allah,Morocco,1,0.023,1.0,0.0,0.023,4.0,21.0,0.099,2.32
2021/2022,3802902,Cengiz Ünder,Marseille,6,0.509,9.0,0.0,0.085,19.0,462.0,0.099,59.86
2022,3857284,Takuma Asano,Japan,5,0.226,5.0,1.0,0.045,11.0,205.0,0.099,19.37
2022,3857267,Pathé Ismaël Ciss,Senegal,3,0.241,4.0,0.0,0.08,8.0,219.0,0.099,14.58
2021/2022,3813281,Liston Colaco,ATK Mohun Bagan,4,0.356,5.0,1.0,0.089,7.0,324.0,0.099,46.38
2021/2022,3827336,Souvik Chakrabarti,Hyderabad,2,0.117,2.0,0.0,0.058,6.0,106.0,0.099,18.24
2021/2022,3813287,Alan Henrique Costa,Bengaluru,3,0.299,3.0,0.0,0.1,4.0,273.0,0.099,13.02
2021/2022,3802665,Nicholas Gioacchini,Montpellier,1,0.033,1.0,0.0,0.033,2.0,30.0,0.099,9.26
2021/2022,3813311,Jerry Lalrinzuala,Chennaiyin,1,0.098,1.0,0.0,0.098,2.0,89.0,0.099,19.36
2021/2022,3802930,Danilo Luís Hélio Pereira,Paris Saint-Germain,5,0.419,5.0,0.0,0.084,24.0,380.0,0.099,18.85
2022,3869152,Przemysław Frankowski,Poland,3,0.277,5.0,0.0,0.092,8.0,252.0,0.099,20.04
2021/2022,3802752,Nuno Mendes,Paris Saint-Germain,8,0.784,11.0,1.0,0.098,20.0,712.0,0.099,41.53
2021/2022,3817876,Hernán Daniel Santana Trujillo,NorthEast United,11,1.16,13.0,0.0,0.105,23.0,1056.0,0.099,40.25
2021/2022,3817895,Rahim Ali,Chennaiyin,3,0.089,3.0,0.0,0.03,11.0,81.0,0.099,18.41
2021/2022,3817853,Jackichand Singh,East Bengal,1,0.022,1.0,0.0,0.022,2.0,20.0,0.099,3.45
2022,3857254,Joakim Mæhle,Denmark,3,0.314,3.0,0.0,0.105,9.0,285.0,0.099,24.77
2021/2022,3802690,Terem Igobor Moffi,Lorient,11,1.104,11.0,1.0,0.1,19.0,1001.0,0.099,85.83
2021/2022,3802802,Jens-Lys Michel Cajuste,Stade de Reims,2,0.136,2.0,0.0,0.068,4.0,124.0,0.099,29.85
2021/2022,3817899,Paul Ramfangzauva,Odisha,2,0.105,2.0,1.0,0.053,6.0,96.0,0.098,47.75
2021/2022,3813277,Hitesh Sharma,Hyderabad,3,0.242,3.0,1.0,0.081,7.0,222.0,0.098,18.76
2021/2022,3817858,Łukasz Gikiewicz,Chennaiyin,2,0.165,2.0,0.0,0.082,2.0,152.0,0.098,12.48
2021/2022,3813280,Hira Mondal,East Bengal,4,0.388,4.0,0.0,0.097,7.0,356.0,0.098,37.77
2022,3869684,Nikola Vlašić,Croatia,1,0.036,1.0,0.0,0.036,2.0,33.0,0.098,4.89
2022,3869420,Mario Pašalić,Croatia,3,0.229,3.0,0.0,0.076,8.0,210.0,0.098,6.08
2022,3869219,Junya Ito,Japan,6,0.784,6.0,1.0,0.131,9.0,720.0,0.098,19.27
2022,3857280,Fábio Henrique Tavares,Brazil,8,0.859,8.0,0.0,0.107,14.0,792.0,0.098,36.72
2021/2022,3817862,Mandar Rao Desai,Mumbai City,4,0.379,5.0,3.0,0.095,10.0,348.0,0.098,42.41
2022,3869486,Hakim Ziyech,Morocco,5,0.431,5.0,1.0,0.086,7.0,395.0,0.098,44.34
2021/2022,3817867,Marcelo Leite Pereira,NorthEast United,7,0.719,8.0,1.0,0.103,15.0,658.0,0.098,93.99
2021/2022,3817862,Cássio Gabriel Vilela Ferreira,Mumbai City,8,0.691,10.0,4.0,0.086,24.0,632.0,0.098,77.32
2021/2022,3817896,Lalruatthara Lalruatthara,Odisha,4,0.403,4.0,1.0,0.101,13.0,372.0,0.098,31.07
2021/2022,3817890,Alexander Romario Jesuraj,Goa,9,0.835,10.0,0.0,0.093,15.0,765.0,0.098,42.64
2021/2022,3817851,Héctor Rodas Ramírez,Odisha,2,0.204,2.0,0.0,0.102,3.0,188.0,0.098,30.8
2021/2022,3802795,Leandro Daniel Paredes,Paris Saint-Germain,7,0.622,7.0,0.0,0.089,23.0,574.0,0.098,65.6
2021/2022,3817855,Liston Colaco,ATK Mohun Bagan,4,0.4,5.0,0.0,0.1,12.0,368.0,0.098,27.84
2022,3857269,Raphael Dias Belloli,Brazil,7,0.532,7.0,0.0,0.076,20.0,490.0,0.098,57.66
2021/2022,3817874,Prince Vinny Ibara Doniama,Bengaluru,4,0.348,4.0,1.0,0.087,7.0,320.0,0.098,56.74
2021/2022,3802809,Birger Meling,Rennes,2,0.196,3.0,1.0,0.098,3.0,180.0,0.098,27.17
2021/2022,3817889,Salam Ranjan Singh,Chennaiyin,3,0.283,5.0,0.0,0.094,15.0,261.0,0.098,45.24
2022,3869253,Jun-Ho Son,South Korea,2,0.105,2.0,0.0,0.053,8.0,96.0,0.098,30.45
2021/2022,3813288,Juan Antonio González Fernández,Hyderabad,3,0.299,3.0,1.0,0.1,11.0,276.0,0.098,61.27
2021/2022,3802676,Nuno Mendes,Paris Saint-Germain,7,0.691,7.0,0.0,0.099,17.0,637.0,0.098,38.7
2021/2022,3813299,Danish Farooq Bhat,Bengaluru,4,0.252,4.0,0.0,0.063,14.0,232.0,0.098,44.97
2021/2022,3813316,Nongdamba Singh Naorem,Goa,10,0.605,10.0,0.0,0.061,22.0,560.0,0.097,31.14
2022,3857262,João Pedro Cavaco Cancelo,Portugal,7,0.715,8.0,1.0,0.102,27.0,665.0,0.097,76.31
2022,3869684,Ivan Perišić,Croatia,6,0.606,7.0,2.0,0.101,14.0,564.0,0.097,82.32
2021/2022,3817870,Sahal Abdul Samad,Kerala Blasters,3,0.258,4.0,1.0,0.086,5.0,240.0,0.097,8.67
2022,3857261,Jordan Pickford,England,2,0.194,2.0,1.0,0.097,6.0,180.0,0.097,8.01
2022,3869354,Dayotchanculle Upamecano,France,3,0.31,3.0,1.0,0.103,7.0,288.0,0.097,36.93
2021/2022,3817888,Subhasish Bose,ATK Mohun Bagan,15,1.555,17.0,2.0,0.104,48.0,1440.0,0.097,54.62
2021/2022,3813287,Danish Farooq Bhat,Bengaluru,6,0.584,7.0,1.0,0.097,9.0,540.0,0.097,25.43
2021/2022,3802696,Idrissa Gana Gueye,Paris Saint-Germain,6,0.616,6.0,2.0,0.103,25.0,570.0,0.097,60.89
2021/2022,3817888,José Luis Espinosa Arroyo,ATK Mohun Bagan,9,0.924,11.0,1.0,0.103,22.0,855.0,0.097,32.46
2022,3857257,Alexander Hartmann Bah,Denmark,5,0.252,6.0,0.0,0.05,25.0,235.0,0.097,36.1
2021/2022,3817869,Alan Henrique Costa,Bengaluru,3,0.291,3.0,0.0,0.097,14.0,270.0,0.097,29.33
2021/2022,3802793,Marcos Aoás Corrêa,Paris Saint-Germain,7,0.692,9.0,0.0,0.099,21.0,644.0,0.097,43.47
2022,3857297,Krzysztof Piątek,Poland,1,0.028,1.0,0.0,0.028,1.0,26.0,0.097,1.61
2021/2022,3802802,Yunis Abdelhamid,Stade de Reims,3,0.291,4.0,0.0,0.097,7.0,270.0,0.097,63.88
2021/2022,3817858,Rahul Kannoly Praveen,Kerala Blasters,1,0.014,1.0,0.0,0.014,4.0,13.0,0.097,0.62
2022,3869117,Walker Zimmerman,United States,6,0.609,6.0,1.0,0.101,18.0,564.0,0.097,39.43
2022,3857256,Nemanja Maksimović,Serbia,2,0.058,2.0,0.0,0.029,8.0,54.0,0.097,5.0
2021/2022,3813297,Iman Basafa,Bengaluru,1,0.016,1.0,0.0,0.016,2.0,15.0,0.096,1.7
2021/2022,3817892,Daniel Lalhlimpuia,Odisha,2,0.117,2.0,0.0,0.058,2.0,110.0,0.096,7.61
2022,3857301,Nampalys Mendy,Senegal,6,0.48,6.0,1.0,0.08,26.0,450.0,0.096,53.16
2022,3857290,André Onana,Cameroon,2,0.201,3.0,0.0,0.1,7.0,188.0,0.096,33.67
2021/2022,3802709,Nuno Mendes,Paris Saint-Germain,9,0.768,10.0,2.0,0.085,20.0,720.0,0.096,38.08
2021/2022,3802696,Kylian Mbappé Lottin,Paris Saint-Germain,9,0.864,9.0,2.0,0.096,32.0,810.0,0.096,85.41
2021/2022,3813311,Narayan Das,Chennaiyin,1,0.098,1.0,0.0,0.098,2.0,92.0,0.096,19.36
2021/2022,3813311,Vladimir Koman Jr.,Chennaiyin,3,0.234,3.0,1.0,0.078,4.0,219.0,0.096,46.23
2022,3857279,Aaron Mooy,Australia,3,0.305,3.0,1.0,0.102,5.0,285.0,0.096,94.34
2022,3857260,Sultan Abdullah Salim Al Ghannam,Saudi Arabia,4,0.368,4.0,0.0,0.092,13.0,344.0,0.096,34.2
2021/2022,3813278,Lallianzuala Chhangte,Chennaiyin,1,0.049,1.0,0.0,0.049,2.0,46.0,0.096,7.53
2021/2022,3802795,Marco Verratti,Paris Saint-Germain,9,0.885,10.0,0.0,0.098,39.0,828.0,0.096,93.33
2022,3857289,Luis Gerardo Chávez Magallón,Mexico,1,0.099,1.0,0.0,0.099,1.0,93.0,0.096,47.97
2021/2022,3813282,Lalengmawia Ralte,Mumbai City,5,0.5,5.0,0.0,0.1,12.0,470.0,0.096,36.18
2021/2022,3813283,Udanta Kumam Singh,Bengaluru,4,0.285,4.0,1.0,0.071,10.0,268.0,0.096,14.36
2021/2022,3813283,Naorem Roshan Singh,Bengaluru,6,0.609,6.0,2.0,0.101,11.0,570.0,0.096,30.68
2021/2022,3813267,Tomislav Mrčela,East Bengal,1,0.051,1.0,0.0,0.051,1.0,48.0,0.096,9.12
2021/2022,3802696,Valon Berisha,Stade de Reims,5,0.266,7.0,0.0,0.053,7.0,250.0,0.096,53.19
2022,3857276,Youssef En-Nesyri,Morocco,2,0.199,2.0,1.0,0.099,3.0,186.0,0.096,46.67
2021/2022,3817867,Serigne Mourtada Fall,Mumbai City,4,0.381,4.0,0.0,0.095,7.0,356.0,0.096,15.17
2021/2022,3802837,Ryad Boudebouz,Saint-Étienne,2,0.15,2.0,0.0,0.075,4.0,140.0,0.096,38.31
2021/2022,3817863,Souvik Chakrabarti,Hyderabad,2,0.13,3.0,1.0,0.065,5.0,122.0,0.096,21.98
2022,3857266,Theo Bernard François Hernández,France,9,0.922,12.0,2.0,0.102,42.0,864.0,0.096,49.74
2021/2022,3817865,Imran Khan,NorthEast United,4,0.379,5.0,0.0,0.095,12.0,356.0,0.096,40.94
2022,3857266,Olivier Giroud,France,4,0.247,7.0,0.0,0.062,7.0,232.0,0.096,13.33
2022,3857299,Gue-Sung Cho,South Korea,6,0.636,6.0,2.0,0.106,10.0,594.0,0.096,55.23
2022,3857266,Rasmus Nissen Kristensen,Denmark,5,0.483,5.0,0.0,0.097,15.0,455.0,0.096,59.95
2022,3857264,Krystian Bielik,Poland,1,0.061,1.0,0.0,0.061,1.0,57.0,0.096,30.87
2022,3857260,Jorge Eduardo Sánchez Ramos,Mexico,4,0.358,6.0,0.0,0.089,6.0,340.0,0.095,15.7
2021/2022,3813309,Edwin Sydney Vanspaul,Chennaiyin,1,0.02,1.0,0.0,0.02,1.0,19.0,0.095,2.14
2021/2022,3813276,Daniel Chima Chukwu,East Bengal,3,0.295,3.0,0.0,0.098,5.0,279.0,0.095,46.12
2022,3857262,André Miguel Valente Silva,Portugal,3,0.095,3.0,0.0,0.032,5.0,90.0,0.095,10.14
2021/2022,3813288,Narender Gahlot,Jamshedpur,2,0.148,2.0,0.0,0.074,3.0,140.0,0.095,14.96
2021/2022,3813316,Glan Martins,Goa,9,0.873,12.0,0.0,0.097,18.0,828.0,0.095,44.94
2022,3857293,Edinson Roberto Cavani Gómez,Uruguay,4,0.144,4.0,0.0,0.036,12.0,136.0,0.095,10.56
2022,3857300,Saleh Khalid Al Shehri,Saudi Arabia,1,0.081,1.0,1.0,0.081,2.0,77.0,0.095,67.13
2021/2022,3802983,Nuno Mendes,Paris Saint-Germain,1,0.1,1.0,0.0,0.1,1.0,95.0,0.095,7.73
2021/2022,3813313,Deepak Tangri,ATK Mohun Bagan,4,0.29,5.0,0.0,0.072,9.0,276.0,0.095,14.37
2022,3857256,Ruben Vargas,Switzerland,5,0.433,5.0,2.0,0.087,11.0,410.0,0.095,14.84
2021/2022,3813290,Laxmikant Kattimani,Hyderabad,4,0.378,4.0,2.0,0.095,5.0,360.0,0.095,18.33
2021/2022,3813269,Nerijus Valskis,Jamshedpur,9,0.885,12.0,0.0,0.098,17.0,837.0,0.095,66.73
2022,3857278,Brenden Aaronson,United States,2,0.114,2.0,0.0,0.057,5.0,108.0,0.095,10.1
2022,3857273,Aaron Ramsey,Wales,2,0.182,4.0,0.0,0.091,7.0,172.0,0.095,33.81
2022,3857299,Jin-Su Kim,South Korea,9,0.927,13.0,2.0,0.103,29.0,882.0,0.095,80.5
2022,3857266,Ousmane Dembélé,France,8,0.615,11.0,0.0,0.077,38.0,584.0,0.095,33.18
2022,3857266,Kylian Mbappé Lottin,France,12,1.166,12.0,2.0,0.097,40.0,1104.0,0.095,62.91
2021/2022,3817877,Cleiton Augusto Oliveira Silva,Bengaluru,8,0.815,8.0,1.0,0.102,11.0,776.0,0.095,51.7
2022,3857266,Jules Koundé,France,10,0.977,13.0,2.0,0.098,36.0,930.0,0.095,52.71
2021/2022,3817882,Anirudh Thapa,Chennaiyin,5,0.473,5.0,1.0,0.095,9.0,455.0,0.094,69.04
2021/2022,3817872,Francisco Javier Hernández González,Odisha,9,0.884,11.0,0.0,0.098,17.0,846.0,0.094,65.43
2021/2022,3802984,Idrissa Gana Gueye,Paris Saint-Germain,5,0.479,8.0,2.0,0.096,25.0,460.0,0.094,31.18
2021/2022,3817853,Makan Winkle Chote,Goa,5,0.329,5.0,1.0,0.066,19.0,315.0,0.094,28.64
2021/2022,3817884,Akash Mishra,Hyderabad,5,0.498,7.0,1.0,0.1,10.0,475.0,0.094,51.63
2021/2022,3817899,Héctor Rodas Ramírez,Odisha,1,0.096,1.0,0.0,0.096,1.0,92.0,0.094,43.65
2022,3857265,Piotr Zieliński,Poland,2,0.181,2.0,0.0,0.091,2.0,174.0,0.094,17.47
2021/2022,3817849,Muhammad Ashique Kuruniyan,Bengaluru,6,0.59,8.0,1.0,0.098,18.0,564.0,0.094,34.91
2021/2022,3802809,Achraf Hakimi Mouh,Paris Saint-Germain,4,0.403,4.0,0.0,0.101,7.0,384.0,0.094,30.49
2022,3857295,Miki Yamane,Japan,2,0.119,3.0,0.0,0.059,3.0,114.0,0.094,19.46
2021/2022,3817875,Boris Singh Thangjam,Jamshedpur,1,0.098,1.0,0.0,0.098,1.0,94.0,0.094,25.88
2022,3869486,Sofiane Boufal,Morocco,5,0.411,5.0,1.0,0.082,13.0,395.0,0.094,42.28
2021/2022,3802683,Abdou Diallo,Paris Saint-Germain,3,0.286,4.0,0.0,0.095,13.0,273.0,0.094,20.37
2022,3857255,Marco Asensio Willemsen,Spain,5,0.193,7.0,0.0,0.039,30.0,185.0,0.094,23.37
2021/2022,3817867,Provat Lakra,NorthEast United,2,0.197,2.0,0.0,0.099,9.0,188.0,0.094,25.75
2022,3857279,Aziz Eraltay Behich,Australia,3,0.305,3.0,1.0,0.102,7.0,291.0,0.094,94.34
2021/2022,3817877,Suhair Vadakkepeedika,NorthEast United,8,0.781,8.0,0.0,0.098,14.0,744.0,0.094,42.7
2021/2022,3813311,Keisham Reagan Singh,Chennaiyin,1,0.098,1.0,0.0,0.098,4.0,94.0,0.094,19.36
2021/2022,3813278,Mirlan Murzaev,Chennaiyin,4,0.35,4.0,0.0,0.088,10.0,336.0,0.094,53.78
2022,3869220,Yassine Bounou,Morocco,2,0.249,2.0,0.0,0.125,3.0,238.0,0.094,6.72
2022,3869685,Nahuel Molina Lucero,Argentina,5,0.496,5.0,1.0,0.099,7.0,475.0,0.094,8.6
2021/2022,3802930,Nuno Mendes,Paris Saint-Germain,8,0.778,8.0,1.0,0.097,23.0,744.0,0.094,34.99
2021/2022,3817859,Greg Stewart,Jamshedpur,8,0.786,9.0,1.0,0.098,20.0,752.0,0.094,50.42
2021/2022,3813269,Peter Hartley,Jamshedpur,1,0.092,1.0,1.0,0.092,1.0,88.0,0.094,6.94
2021/2022,3813293,Naorem Roshan Singh,Bengaluru,5,0.489,6.0,0.0,0.098,13.0,470.0,0.094,56.37
2021/2022,3813264,João Victor de Albuquerque Bruno,Hyderabad,5,0.383,5.0,1.0,0.077,23.0,365.0,0.094,28.29
2021/2022,3802696,Dion Lopy,Stade de Reims,4,0.292,5.0,0.0,0.073,15.0,280.0,0.094,58.39
2021/2022,3817876,Mashoor Shereef Thangalakath,NorthEast United,4,0.396,5.0,0.0,0.099,10.0,380.0,0.094,13.74
2022,3857284,Serge Gnabry,Germany,10,0.922,15.0,0.0,0.092,45.0,880.0,0.094,36.88
2021/2022,3817902,Naocha Huidrom Singh,East Bengal,2,0.193,3.0,0.0,0.097,3.0,184.0,0.094,45.35
2022,3857272,Declan Rice,England,2,0.193,2.0,0.0,0.096,8.0,184.0,0.094,43.77
2021/2022,3817863,Sanson Pereira,Goa,3,0.16,3.0,0.0,0.053,12.0,153.0,0.094,15.49
2021/2022,3817869,Javier Siverio Toro,Hyderabad,4,0.298,4.0,1.0,0.075,5.0,284.0,0.094,51.65
2021/2022,3817863,Iván Garrido González,Goa,6,0.599,6.0,0.0,0.1,17.0,576.0,0.094,57.97
2022,3857276,Sofyan Amrabat,Morocco,1,0.097,1.0,0.0,0.097,2.0,93.0,0.094,22.75
2021/2022,3802839,Quentin Merlin,Nantes,7,0.649,7.0,1.0,0.093,21.0,623.0,0.094,27.42
2021/2022,3813306,Gurjinder Kumar,NorthEast United,1,0.026,1.0,0.0,0.026,9.0,25.0,0.094,1.91
