match_id,team,counter_attacks,avg_distance_gained,avg_time_elapsed,avg_speed_units_per_sec
3825733,Málaga,33,13.37,4.43,3.31
3825733,Sevilla,25,14.87,4.98,3.08
3825734,RC Deportivo La Coruña,38,14.18,4.2,3.52
3825734,Real Sociedad,36,16.49,5.2,3.27
3825735,Real Betis,32,15.49,4.8,3.7
3825735,Villarreal,33,14.55,4.85,3.04
3825736,Rayo Vallecano,39,16.93,4.7,3.87
3825736,Valencia,28,15.96,4.52,3.42
3825737,Espanyol,43,15.56,4.67,3.4
3825737,Getafe,27,13.3,4.74,2.85
3825738,Las Palmas,41,14.94,4.44,3.39
3825738,Atlético Madrid,33,12.67,4.35,3.25
3825739,Sporting Gijón,27,12.35,4.54,3.15
3825739,Real Madrid,27,12.15,5.2,3.05
3825740,Eibar,28,15.71,5.14,3.41
3825740,Granada,25,17.08,5.02,3.35
3825741,Sporting Gijón,41,18.62,4.91,4.25
3825741,Real Sociedad,26,15.41,4.98,4.05
3825742,Granada,36,16.17,4.68,3.75
3825742,Getafe,28,14.14,4.8,3.4
3825743,Celta Vigo,24,18.92,4.62,4.97
3825743,Rayo Vallecano,27,17.12,4.76,3.84
3825744,Espanyol,33,15.64,5.13,3.65
3825744,Villarreal,41,16.68,5.01,3.64
3825745,RC Deportivo La Coruña,30,17.65,4.39,4.34
3825745,Valencia,34,16.22,4.81,3.97
3825746,Real Madrid,34,15.47,5.05,4.38
3825746,Real Betis,32,15.87,4.6,3.51
3825747,Athletic Club,38,13.48,4.64,3.23
3825747,Eibar,31,15.21,5.36,3.18
3825748,Atlético Madrid,28,16.16,5.26,3.69
3825748,Sevilla,22,14.75,3.85,3.48
3825749,Levante UD,29,17.39,4.96,4.76
3825749,Las Palmas,32,10.79,4.58,2.72
3825750,Real Betis,42,15.11,4.75,3.52
3825750,Real Sociedad,42,17.23,5.12,3.38
3825751,Athletic Club,29,15.37,4.87,3.43
3825751,Getafe,35,10.83,4.56,2.98
3825752,Eibar,41,20.92,4.99,4.73
3825752,Málaga,32,16.17,4.23,3.79
3825753,Villarreal,40,17.1,4.84,3.66
3825753,Granada,35,14.34,4.84,3.39
3825754,Celta Vigo,35,17.84,4.54,5.41
3825754,Las Palmas,36,15.34,5.04,3.22
3825755,Valencia,27,16.53,4.86,3.51
3825755,Sporting Gijón,29,14.25,4.24,3.41
3825756,Levante UD,37,15.38,4.69,3.53
3825756,Sevilla,38,16.75,5.42,3.49
3825757,Espanyol,21,17.49,5.13,3.45
3825757,Real Madrid,25,13.77,4.7,3.19
3825758,Rayo Vallecano,29,14.96,4.31,4.27
3825758,RC Deportivo La Coruña,38,14.81,4.66,3.33
3825759,Málaga,33,13.52,4.29,3.29
3825759,Getafe,33,9.84,4.51,2.33
3825760,Atlético Madrid,29,14.73,5.12,4.06
3825760,Eibar,22,16.28,4.82,3.21
3825761,Villarreal,30,13.99,4.07,3.51
3825761,Athletic Club,45,14.46,4.47,3.44
3825762,Sporting Gijón,37,13.76,4.39,3.2
3825762,RC Deportivo La Coruña,31,14.62,5.16,2.99
3825763,Las Palmas,30,16.61,4.54,3.93
3825763,Rayo Vallecano,33,14.66,4.57,3.82
3825764,Real Madrid,34,19.74,5.22,3.76
3825764,Granada,30,16.65,4.9,3.46
3825765,Sevilla,30,15.01,4.2,3.41
3825765,Celta Vigo,24,12.08,5.04,2.48
3825766,Valencia,31,16.96,4.64,3.76
3825766,Real Betis,22,15.25,5.07,3.44
3825767,Real Sociedad,30,15.17,4.46,3.63
3825767,Espanyol,29,12.94,4.56,2.83
3825768,Sporting Gijón,42,13.18,4.11,3.42
3825768,Rayo Vallecano,39,13.63,4.55,3.25
3825769,Málaga,35,13.85,4.42,4.45
3825769,Villarreal,34,12.76,4.39,2.79
3825770,Athletic Club,24,14.7,5.1,3.83
3825770,Real Madrid,29,14.95,4.74,3.76
3825771,RC Deportivo La Coruña,44,16.96,4.64,4.31
3825771,Real Betis,32,13.76,4.45,3.31
3825772,Valencia,24,16.67,5.04,3.59
3825772,Espanyol,36,13.95,4.48,3.32
3825773,Eibar,36,16.01,4.22,5.09
3825773,Levante UD,27,15.52,4.57,3.65
3825774,Getafe,35,15.76,5.33,2.9
3825774,Atlético Madrid,38,12.76,4.47,2.82
3825775,Real Sociedad,36,16.46,4.6,3.66
3825775,Granada,29,17.18,4.87,3.59
3825776,Las Palmas,30,17.23,5.06,3.62
3825776,Sevilla,35,13.47,4.92,2.84
3825777,Getafe,28,17.73,5.1,3.41
3825777,Levante UD,37,14.31,4.48,3.25
3825778,Sporting Gijón,39,15.98,4.71,3.87
3825778,Real Betis,39,14.99,4.77,3.34
3825779,Celta Vigo,39,15.86,4.64,4.09
3825779,Eibar,29,18.28,4.8,3.63
3825780,RC Deportivo La Coruña,31,17.37,5.02,3.72
3825780,Espanyol,33,17.57,4.83,3.67
3825781,Sevilla,31,18.31,4.37,3.99
3825781,Rayo Vallecano,33,17.98,4.88,3.7
3825782,Valencia,25,17.76,4.16,3.91
3825782,Granada,38,12.85,4.53,3.04
3825783,Real Sociedad,27,16.51,4.32,3.81
3825783,Athletic Club,39,14.63,4.24,3.5
3825784,Villarreal,32,16.65,4.83,3.6
3825784,Atlético Madrid,38,13.44,4.88,3.03
3825785,Málaga,32,17.69,4.51,4.09
3825785,Real Madrid,31,15.73,4.73,3.44
3825786,Eibar,47,14.08,4.52,3.45
3825786,Las Palmas,45,13.34,4.35,3.17
3825787,Atlético Madrid,31,12.82,4.17,3.32
3825787,Real Madrid,47,14.3,5.19,3.08
3825788,Getafe,39,19.39,4.74,4.64
3825788,Celta Vigo,33,18.13,4.79,3.79
3825789,Málaga,27,16.15,4.76,3.55
3825789,Real Sociedad,31,13.93,5.21,2.66
3825790,Sporting Gijón,39,18.26,5.04,3.74
3825790,Espanyol,32,13.3,4.75,3.6
3825791,Real Betis,35,15.61,5.04,3.71
3825791,Rayo Vallecano,36,12.04,4.97,2.52
3825792,Granada,36,17.99,5.03,3.94
3825792,RC Deportivo La Coruña,35,19.62,5.6,3.3
3825793,Valencia,32,15.31,5.02,3.3
3825793,Athletic Club,31,11.73,4.46,2.77
3825794,Villarreal,29,14.59,4.43,3.51
3825794,Levante UD,20,11.72,4.52,2.9
3825795,Real Sociedad,30,13.56,4.7,3.06
3825795,Atlético Madrid,34,12.28,4.85,2.73
3825796,Getafe,31,16.75,5.17,3.66
3825796,Las Palmas,27,17.54,4.99,3.5
3825797,Athletic Club,39,16.69,4.79,3.84
3825797,RC Deportivo La Coruña,37,13.74,4.22,3.23
3825798,Real Madrid,35,16.11,4.57,3.4
3825798,Levante UD,29,14.51,4.97,3.08
3825799,Valencia,29,15.94,4.41,3.85
3825799,Málaga,35,12.77,4.37,3.25
3825800,Villarreal,34,16.5,4.25,3.65
3825800,Celta Vigo,28,13.66,4.63,3.03
3825801,Sevilla,35,15.63,4.81,3.56
3825801,Eibar,33,16.18,4.86,3.34
3825802,Espanyol,37,13.36,4.76,3.71
3825802,Real Betis,26,16.15,5.14,3.62
3825803,Granada,30,15.58,5.01,3.55
3825803,Sporting Gijón,18,11.06,3.95,2.98
3825804,RC Deportivo La Coruña,31,19.67,5.19,3.66
3825804,Málaga,28,13.18,4.87,2.83
3825805,Villarreal,36,16.25,5.12,3.42
3825805,Las Palmas,27,17.11,5.29,3.33
3825806,Real Madrid,43,12.96,5.07,5.19
3825806,Celta Vigo,32,13.62,4.41,3.11
3825807,Atlético Madrid,47,13.48,4.73,4.04
3825807,Valencia,39,13.19,4.63,2.89
3825808,Athletic Club,25,11.8,3.96,4.21
3825808,Sporting Gijón,28,15.74,4.53,3.56
3825809,Real Betis,24,15.05,4.59,3.16
3825809,Granada,28,13.8,5.0,2.82
3825810,Levante UD,32,14.17,4.43,3.5
3825810,Real Sociedad,49,17.09,4.84,3.43
3825811,Espanyol,27,20.63,4.39,5.49
3825811,Rayo Vallecano,28,15.1,5.05,2.65
3825812,Sporting Gijón,38,16.12,4.28,4.11
3825812,Málaga,42,14.84,4.76,3.11
3825813,RC Deportivo La Coruña,29,14.51,3.63,3.85
3825813,Atlético Madrid,32,12.11,4.66,2.72
3825814,Celta Vigo,40,16.85,4.38,3.64
3825814,Real Sociedad,48,16.3,5.04,3.21
3825815,Valencia,33,14.81,4.76,4.16
3825815,Levante UD,43,13.98,4.48,3.88
3825816,Villarreal,22,16.63,4.38,4.94
3825816,Sevilla,25,16.78,4.57,3.63
3825817,Getafe,34,18.36,4.51,4.51
3825817,Eibar,41,16.18,4.92,3.5
3825818,Las Palmas,26,17.74,4.98,4.03
3825818,Real Sociedad,29,14.66,4.76,3.31
3825819,Celta Vigo,44,17.07,4.35,4.03
3825819,Valencia,39,15.49,4.94,3.33
3825820,Sevilla,28,13.85,4.46,3.5
3825820,Real Madrid,31,14.49,4.85,3.16
3825821,Espanyol,33,12.56,4.56,9.24
3825821,Athletic Club,32,16.29,4.58,3.84
3825822,Valencia,34,15.77,4.56,4.03
3825822,Las Palmas,38,18.73,4.95,3.84
3825823,Sevilla,36,13.56,4.44,3.53
3825823,Real Sociedad,39,12.03,4.08,3.08
3825824,Eibar,44,17.37,4.86,3.65
3825824,Villarreal,44,13.86,4.35,3.64
3825825,Sporting Gijón,26,15.88,4.87,3.61
3825825,Levante UD,43,14.56,4.53,3.39
3825826,Granada,32,17.08,4.66,3.79
3825826,Málaga,37,13.99,4.81,3.1
3825827,Real Betis,33,15.53,4.7,3.53
3825827,Levante UD,33,17.81,5.28,3.38
3825828,Atlético Madrid,34,17.08,4.47,4.69
3825828,Espanyol,36,14.53,4.35,3.44
3825829,Athletic Club,40,14.21,4.36,3.49
3825829,Rayo Vallecano,33,15.59,4.91,3.26
3825830,Getafe,34,18.8,5.02,4.53
3825830,Villarreal,36,16.78,4.58,3.61
3825831,Valencia,35,20.14,4.61,6.06
3825831,Sevilla,31,16.18,4.83,3.81
3825832,Celta Vigo,30,15.73,4.46,3.52
3825832,Sporting Gijón,33,15.27,4.52,3.47
3825833,Real Madrid,30,21.7,5.4,4.01
3825833,Getafe,24,14.7,5.08,3.36
3825834,Granada,30,15.5,4.04,3.71
3825834,Atlético Madrid,28,12.43,5.01,2.51
3825835,Málaga,36,17.06,4.71,3.73
3825835,Athletic Club,40,12.01,4.52,2.84
3825836,Villarreal,35,19.05,4.57,4.28
3825836,Rayo Vallecano,32,13.07,4.66,2.89
3825837,Real Betis,40,19.38,4.78,4.6
3825837,Las Palmas,19,16.11,4.72,3.12
3825838,Athletic Club,40,14.48,4.71,6.58
3825838,Atlético Madrid,34,12.15,4.31,3.08
3825839,Sporting Gijón,42,19.59,4.52,4.12
3825839,Sevilla,31,13.5,4.64,3.16
3825840,Valencia,31,16.35,4.94,3.46
3825840,Eibar,28,15.64,4.55,3.33
3825841,Getafe,29,16.69,4.91,3.45
3825841,Real Sociedad,35,13.03,4.42,3.29
3825842,Levante UD,31,18.99,4.56,4.19
3825842,Athletic Club,32,15.65,4.66,3.59
3825843,Rayo Vallecano,24,13.52,4.2,4.72
3825843,Málaga,39,17.06,4.79,3.5
3825844,Athletic Club,46,14.91,4.7,3.63
3825844,Real Betis,37,11.64,4.25,3.0
3825845,Espanyol,33,18.87,4.64,4.53
3825845,Sevilla,33,13.18,5.13,2.96
3825846,Real Madrid,27,16.64,5.19,3.68
3825846,RC Deportivo La Coruña,30,14.32,5.01,3.2
3825847,Eibar,36,17.86,4.54,4.23
3825847,RC Deportivo La Coruña,35,18.12,4.33,4.21
3825848,Eibar,34,12.17,4.26,3.71
3825848,Levante UD,32,14.85,4.84,3.4
3825849,Valencia,24,14.33,4.67,3.98
3825849,Real Sociedad,48,14.34,4.72,3.69
3825850,Celta Vigo,35,15.89,4.67,3.97
3825850,Málaga,33,15.03,5.03,3.08
3825851,Villarreal,29,16.99,4.89,4.04
3825851,RC Deportivo La Coruña,22,17.04,4.75,3.44
3825852,Sporting Gijón,24,17.04,4.79,4.08
3825852,Las Palmas,30,15.02,4.78,3.43
3825853,Sevilla,27,17.37,4.43,4.14
3825853,Granada,26,17.3,4.67,3.81
3825854,Sporting Gijón,33,17.3,4.8,4.05
3825854,Eibar,35,16.46,4.92,3.79
3825855,Levante UD,30,14.78,3.79,4.15
3825855,Málaga,31,15.7,4.75,3.86
3825856,Eibar,30,15.4,4.43,3.71
3825856,Real Madrid,38,18.42,5.05,3.71
3825857,Espanyol,28,17.83,4.75,3.82
3825857,Levante UD,29,16.34,4.49,3.64
3825858,Eibar,28,17.41,4.52,4.15
3825858,Rayo Vallecano,28,12.46,4.59,3.26
3825859,Granada,31,14.16,4.3,3.54
3825859,Las Palmas,36,14.53,5.09,3.06
3825860,Atlético Madrid,39,15.78,4.95,3.39
3825860,Levante UD,32,16.69,5.07,3.33
3825861,Real Sociedad,41,19.94,4.89,4.15
3825861,Rayo Vallecano,44,16.95,5.08,3.46
3825862,Espanyol,40,16.82,4.35,3.86
3825862,Celta Vigo,42,16.38,4.94,3.42
3825863,RC Deportivo La Coruña,35,15.29,4.78,4.13
3825863,Las Palmas,38,15.3,4.69,3.39
3825864,Real Madrid,35,15.9,4.37,6.01
3825864,Real Sociedad,31,16.42,4.39,3.74
3825865,Sporting Gijón,29,16.22,4.45,3.82
3825865,Getafe,37,14.85,4.91,3.03
3825866,Athletic Club,39,15.01,4.8,3.51
3825866,Las Palmas,35,17.57,5.18,3.51
3825867,Sevilla,30,15.67,5.17,3.38
3825867,Getafe,38,15.37,4.74,3.32
3825868,Granada,37,15.53,4.0,5.47
3825868,Celta Vigo,33,17.26,4.8,3.83
3825869,Athletic Club,36,12.32,3.99,3.57
3825869,Sevilla,35,14.98,4.42,3.36
3825870,Celta Vigo,30,16.29,4.42,3.92
3825870,Athletic Club,31,15.12,4.04,3.51
3825871,Las Palmas,28,15.71,5.26,4.15
3825871,Espanyol,28,15.66,4.96,3.23
3825872,Atlético Madrid,32,13.94,4.22,3.34
3825872,Real Betis,33,10.36,4.26,2.89
3825873,Villarreal,30,14.4,4.52,3.69
3825873,Valencia,33,13.13,4.59,2.9
3825874,Getafe,22,15.14,4.2,3.64
3825874,Sevilla,32,15.9,5.11,3.61
3825875,Villarreal,25,13.43,4.18,3.72
3825875,Real Sociedad,32,13.93,4.87,3.06
3825876,Getafe,35,19.25,5.29,3.53
3825876,Real Betis,17,14.32,5.32,2.91
3825877,Granada,24,14.95,4.6,3.2
3825877,Athletic Club,30,15.7,4.96,3.07
3825878,Rayo Vallecano,33,14.58,4.56,3.26
3825878,Atlético Madrid,27,15.22,4.63,3.06
3825879,Las Palmas,28,11.97,4.78,4.67
3825879,Real Madrid,28,13.55,5.04,3.14
3825880,Levante UD,25,14.94,4.52,3.36
3825880,RC Deportivo La Coruña,30,13.95,4.99,2.76
3825881,Granada,26,15.81,4.78,4.45
3825881,Espanyol,27,15.96,4.89,3.32
3825882,Celta Vigo,31,14.33,4.38,3.76
3825882,Atlético Madrid,45,17.09,4.77,3.75
3825883,Las Palmas,23,19.89,5.58,3.97
3825883,Málaga,36,15.24,4.85,3.01
3825884,Sevilla,25,15.67,4.78,3.66
3825884,Real Betis,25,9.59,3.27,3.42
3825885,Rayo Vallecano,39,17.89,4.38,4.05
3825885,Getafe,28,17.16,4.57,3.33
3825886,Real Madrid,36,15.37,4.63,3.82
3825886,Rayo Vallecano,38,13.38,4.11,3.34
3825887,Granada,27,18.15,4.12,4.15
3825887,Rayo Vallecano,32,14.77,4.73,3.67
3825888,Las Palmas,27,17.19,4.99,4.52
3825888,Valencia,32,16.05,4.29,3.94
3825889,Real Betis,22,18.13,4.83,3.82
3825889,Celta Vigo,35,16.36,4.84,3.51
3825890,Atlético Madrid,35,13.08,3.94,3.84
3825890,Málaga,35,14.25,4.68,3.31
3825891,Las Palmas,31,15.0,4.97,3.83
3825891,Espanyol,29,13.51,4.55,3.13
3825892,Granada,35,16.28,4.93,3.43
3825892,Real Sociedad,29,12.98,4.91,2.93
3825893,Real Madrid,38,17.95,5.0,3.82
3825893,Villarreal,28,16.54,5.11,3.45
3825894,Getafe,34,16.37,4.61,3.65
3825894,RC Deportivo La Coruña,29,14.85,5.03,3.13
3825895,Las Palmas,30,18.06,4.75,4.94
3825895,Sevilla,35,11.92,4.83,2.68
3825896,Levante UD,25,15.05,4.51,4.15
3825896,Granada,23,17.12,4.76,3.56
3825897,Eibar,26,14.59,4.16,3.69
3825897,Real Sociedad,38,17.25,5.13,3.69
3825898,RC Deportivo La Coruña,24,17.09,4.78,4.41
3825898,Celta Vigo,35,19.3,5.37,3.6
3825899,Getafe,40,17.56,4.89,3.82
3825899,Valencia,25,16.88,5.16,3.55
3825900,Villarreal,26,15.1,4.91,3.43
3825900,Sporting Gijón,36,15.25,4.58,3.42
3825901,Valencia,31,15.44,4.41,3.59
3825901,Real Madrid,29,14.68,4.75,3.16
3825902,Rayo Vallecano,35,18.72,5.18,4.1
3825902,Levante UD,25,14.86,4.11,3.95
3825903,Real Betis,46,15.93,4.45,3.77
3825903,Málaga,35,15.02,4.22,3.62
3825904,Eibar,35,19.72,5.12,3.92
3825904,Real Betis,29,16.18,4.75,3.7
3825905,Málaga,32,15.9,4.39,3.56
3825905,Espanyol,23,12.1,4.32,3.12
3825906,RC Deportivo La Coruña,28,18.52,5.13,3.73
3825906,Sevilla,33,15.74,5.18,3.03
3825907,Atlético Madrid,34,13.76,4.19,3.54
3825907,Sporting Gijón,35,14.49,4.84,3.07
3825908,Eibar,31,16.0,4.68,3.32
3825908,Espanyol,31,14.28,4.42,3.25
3827335,Jamshedpur,35,18.67,4.71,4.22
3827335,Kerala Blasters,28,11.65,4.73,2.89
3827336,Hyderabad,24,19.2,4.41,4.66
3827336,ATK Mohun Bagan,53,16.13,4.75,3.43
3827337,Jamshedpur,32,16.51,4.56,3.84
3827337,Kerala Blasters,31,14.27,4.29,3.78
3827338,ATK Mohun Bagan,25,19.15,4.92,4.17
3827338,Hyderabad,34,11.35,4.51,3.05
3827767,Hyderabad,49,14.64,3.97,5.06
3827767,Kerala Blasters,54,11.94,4.5,3.17
3829413,Lille,31,16.33,4.92,3.49
3829413,Paris Saint-Germain,19,15.13,4.76,2.91
3829414,Caen,23,14.67,4.54,4.04
3829414,Marseille,35,18.69,5.31,3.55
3829415,Bastia,38,14.9,4.79,3.51
3829415,Rennes,29,14.75,4.7,3.23
3829416,AS Monaco,32,15.28,4.49,4.12
3829416,OGC Nice,32,12.61,4.66,2.68
3829417,Troyes,42,17.76,4.64,3.85
3829417,Gazélec Ajaccio,39,17.61,5.12,3.48
3829418,Guingamp,34,19.93,4.7,4.19
3829418,Nantes,34,17.76,5.37,3.53
3829419,Angers,25,18.8,4.46,4.29
3829419,Montpellier,38,13.99,4.77,3.02
3829420,Stade de Reims,20,14.76,4.21,3.55
3829420,Bordeaux,26,11.75,4.19,2.91
3829421,Saint-Étienne,24,18.32,5.31,3.47
3829421,Toulouse,31,16.12,4.73,3.44
3829422,Lyon,35,12.25,4.72,4.79
3829422,Lorient,29,15.88,4.88,3.34
3829423,AS Monaco,29,17.88,5.01,3.61
3829423,Lille,30,13.47,4.62,3.24
3829424,Bordeaux,23,16.93,5.22,3.49
3829424,Saint-Étienne,26,13.69,3.95,3.45
3829425,Nantes,35,16.62,4.15,4.09
3829425,Angers,41,15.15,5.04,3.13
3829426,Lyon,33,16.74,4.27,3.77
3829426,Guingamp,32,16.19,4.47,3.45
3829427,Troyes,28,15.78,5.07,3.24
3829427,OGC Nice,28,13.4,4.67,3.04
3829428,Toulouse,37,15.68,4.69,3.38
3829428,Caen,38,13.03,4.42,3.03
3829429,Rennes,32,14.94,5.0,3.23
3829429,Montpellier,33,15.59,5.34,3.08
3829430,Stade de Reims,36,16.05,4.46,3.85
3829430,Marseille,43,16.52,4.8,3.63
3829431,Bastia,34,19.31,4.85,4.34
3829431,Lorient,39,18.29,5.28,3.85
3829432,Gazélec Ajaccio,28,16.56,4.84,3.75
3829432,Paris Saint-Germain,24,9.99,4.73,2.52
3829433,Montpellier,33,18.73,5.04,3.83
3829433,Paris Saint-Germain,32,13.7,5.18,2.99
3829434,Guingamp,31,16.65,4.83,3.64
3829434,Bastia,29,14.3,4.74,3.11
3829435,Rennes,19,15.18,5.08,3.35
3829435,Lyon,31,15.87,4.88,3.19
3829436,Nantes,36,18.86,4.95,4.34
3829436,Stade de Reims,27,15.36,4.9,3.29
3829437,Angers,33,17.42,4.65,4.24
3829437,Gazélec Ajaccio,35,15.85,4.79,3.36
3829438,Caen,30,16.88,4.01,4.64
3829438,OGC Nice,34,10.89,4.7,2.51
3829439,Toulouse,22,13.82,4.85,3.0
3829439,AS Monaco,22,11.98,4.76,2.58
3829440,Lorient,27,16.7,5.0,3.3
3829440,Saint-Étienne,33,15.36,5.07,3.29
3829441,Troyes,20,14.55,5.05,3.2
3829441,Marseille,30,11.87,4.88,2.69
3829442,Lille,35,19.27,4.98,3.84
3829442,Bordeaux,19,21.91,5.57,3.73
3829443,Marseille,35,15.21,5.21,12.29
3829443,Guingamp,25,15.17,4.66,3.37
3829444,Caen,32,19.53,4.44,4.19
3829444,Lyon,30,13.49,4.63,2.95
3829445,Angers,29,15.38,4.77,3.24
3829445,OGC Nice,27,11.25,5.08,2.52
3829446,Troyes,30,20.5,4.89,3.89
3829446,Montpellier,29,20.76,5.75,3.47
3829447,Lille,36,17.21,4.66,3.62
3829447,Gazélec Ajaccio,31,16.52,4.74,3.46
3829448,Stade de Reims,30,19.01,4.91,3.95
3829448,Lorient,29,13.68,4.68,3.13
3829449,Toulouse,26,15.79,5.09,3.28
3829449,Rennes,27,12.89,4.51,2.94
3829450,AS Monaco,32,15.07,4.83,3.19
3829450,Paris Saint-Germain,27,12.34,5.18,2.43
3829451,Bastia,30,20.6,5.28,3.85
3829451,Saint-Étienne,36,13.2,4.82,2.88
3829452,Bordeaux,34,23.74,5.21,4.97
3829452,Nantes,31,16.26,5.15,3.11
3829453,Paris Saint-Germain,24,16.49,4.69,4.0
3829453,Bordeaux,26,15.36,4.99,3.08
3829454,Lille,22,16.91,4.51,3.85
3829454,Lyon,29,14.99,4.59,3.52
3829455,Caen,30,17.84,4.38,4.03
3829455,Troyes,40,16.54,4.86,3.54
3829456,Angers,35,16.93,5.02,3.7
3829456,Lorient,38,17.05,5.14,3.33
3829457,Montpellier,38,18.67,4.51,3.96
3829457,Saint-Étienne,38,16.36,4.6,3.6
3829458,Stade de Reims,36,14.62,4.27,3.56
3829458,Toulouse,41,15.36,4.8,3.42
3829459,OGC Nice,33,14.25,4.59,3.37
3829459,Guingamp,36,14.5,4.7,3.12
3829460,Rennes,36,16.82,5.15,3.2
3829460,Nantes,35,15.27,4.97,3.14
3829461,Marseille,32,14.71,5.19,4.0
3829461,Bastia,22,13.57,5.13,2.93
3829462,AS Monaco,31,23.48,5.27,4.5
3829462,Gazélec Ajaccio,47,22.69,5.23,4.29
3829463,Rennes,29,15.32,4.34,3.79
3829463,Lille,28,13.43,4.49,3.13
3829464,Bastia,39,18.08,4.88,3.76
3829464,OGC Nice,32,15.07,4.48,3.57
3829465,Paris Saint-Germain,26,15.81,4.81,3.93
3829465,Stade de Reims,25,14.4,4.57,3.49
3829466,Troyes,31,16.36,4.92,4.66
3829466,Angers,35,14.62,4.52,3.65
3829467,Caen,46,19.6,4.64,4.36
3829467,Montpellier,32,18.99,5.59,3.37
3829468,Guingamp,40,16.24,4.71,4.19
3829468,Gazélec Ajaccio,29,18.25,4.7,4.06
3829469,Lorient,32,15.12,4.39,4.17
3829469,AS Monaco,32,15.94,4.93,3.65
3829470,Saint-Étienne,36,17.82,4.94,3.41
3829470,Nantes,43,13.41,4.9,2.85
3829471,Bordeaux,35,20.31,4.94,4.16
3829471,Toulouse,33,15.94,4.38,3.75
3829472,Lyon,35,18.83,5.15,3.55
3829472,Marseille,34,17.14,5.27,3.41
3829473,Guingamp,33,14.06,4.46,3.33
3829473,Paris Saint-Germain,32,13.29,5.09,2.84
3829474,Angers,29,13.58,4.45,8.69
3829474,Stade de Reims,25,11.69,4.33,2.87
3829475,OGC Nice,37,15.73,4.68,3.76
3829475,Bordeaux,32,16.88,5.28,3.4
3829476,Bastia,30,12.48,3.84,3.78
3829476,Lyon,30,16.57,5.19,3.24
3829477,Marseille,33,17.64,4.7,3.69
3829477,Toulouse,29,13.16,4.71,3.18
3829478,Rennes,39,18.71,4.86,3.95
3829478,Gazélec Ajaccio,32,17.02,5.0,3.62
3829479,Lorient,42,15.02,4.41,3.87
3829479,Caen,31,16.62,4.46,3.72
3829480,Troyes,36,19.21,4.69,4.31
3829480,Saint-Étienne,44,19.42,4.83,4.2
3829481,Montpellier,32,16.66,4.38,4.08
3829481,AS Monaco,38,17.9,4.94,3.59
3829482,Lille,33,18.42,4.99,4.0
3829482,Stade de Reims,26,15.28,4.13,3.79
3829483,Nantes,25,15.65,4.82,3.25
3829483,Paris Saint-Germain,28,12.15,4.76,2.66
3829484,Lyon,34,18.05,4.94,3.72
3829484,Bordeaux,40,16.51,4.84,3.5
3829485,Rennes,43,17.39,5.09,3.5
3829485,Troyes,33,14.26,4.39,3.4
3829486,Toulouse,41,13.77,4.72,11.35
3829486,Bastia,26,14.93,4.68,3.19
3829487,Caen,42,19.64,4.78,4.42
3829487,Gazélec Ajaccio,37,13.66,4.87,2.91
3829488,AS Monaco,30,16.11,4.42,3.49
3829488,Guingamp,28,12.38,4.31,3.07
3829489,Montpellier,27,14.8,4.46,3.64
3829489,Lorient,37,18.06,5.25,3.47
3829490,Saint-Étienne,31,17.43,4.33,3.97
3829490,OGC Nice,34,12.16,5.32,2.39
3829491,Angers,23,19.62,4.59,4.22
3829491,Marseille,25,17.27,4.97,3.48
3829492,Nantes,31,14.5,4.4,3.24
3829492,Lille,38,16.62,5.16,3.11
3829493,Lille,47,17.29,4.44,4.07
3829493,Montpellier,34,14.05,4.61,3.02
3829494,Toulouse,35,14.68,4.57,4.73
3829494,Gazélec Ajaccio,34,18.71,5.18,3.48
3829495,Lyon,42,16.91,5.04,3.79
3829495,Stade de Reims,35,13.97,4.75,3.1
3829496,Bastia,28,19.7,4.99,3.98
3829496,Angers,37,15.25,4.98,3.2
3829497,Troyes,36,21.31,5.07,4.21
3829497,Guingamp,35,16.39,4.27,4.01
3829498,Lorient,40,14.26,4.24,3.49
3829498,Bordeaux,39,12.55,4.68,3.06
3829499,Saint-Étienne,31,19.9,5.08,4.06
3829499,Caen,38,17.8,4.71,3.9
3829500,Marseille,37,16.85,4.99,3.5
3829500,Paris Saint-Germain,30,11.89,4.38,3.02
3829501,Rennes,27,15.59,4.6,3.58
3829501,AS Monaco,32,15.79,5.23,3.25
3829502,Lyon,32,18.52,5.16,4.24
3829502,AS Monaco,26,17.32,4.92,3.61
3829503,Nantes,39,17.52,4.85,3.96
3829503,Troyes,32,16.38,4.38,3.65
3829504,Bastia,40,15.37,4.75,3.65
3829504,Paris Saint-Germain,25,15.65,5.0,3.6
3829505,Saint-Étienne,30,15.66,4.86,3.34
3829505,Gazélec Ajaccio,30,14.28,4.78,2.91
3829506,Guingamp,30,17.79,5.03,3.53
3829506,Lille,26,15.57,4.63,3.36
3829507,Toulouse,50,18.58,4.82,3.82
3829507,Angers,29,18.38,5.31,3.38
3829508,Caen,32,15.87,4.39,3.72
3829508,Stade de Reims,32,15.97,4.66,3.51
3829509,Marseille,31,18.38,4.65,4.11
3829509,Lorient,29,17.27,4.67,3.58
3829510,OGC Nice,28,14.98,5.23,3.04
3829510,Rennes,40,13.65,5.06,2.83
3829511,Montpellier,36,15.96,4.45,4.22
3829511,Bordeaux,48,15.91,4.89,3.5
3829512,Toulouse,35,16.17,3.78,4.14
3829512,Lyon,32,13.02,4.47,2.89
3829513,Nantes,35,17.93,4.62,4.04
3829513,Caen,32,19.75,4.93,3.98
