player,team,total_passes,total_opponents_packed,avg_packing_per_pass,progressive_passes,avg_packing_progressive
Morgan Schneiderlin,Manchester United,1321,0.0,0.0,318.0,0.0
Bartlomiej Pawłowski,Málaga,8,0.0,0.0,2.0,0.0
Keisuke Honda,AC Milan,751,0.0,0.0,157.0,0.0
Gaël Danic,Bastia,752,0.0,0.0,254.0,0.0
Aleksandr Erokhin,Russia,8,0.0,0.0,2.0,0.0
Paul Gallagher,Blackburn Rovers,11,0.0,0.0,1.0,0.0
Nathan Aké,Watford,615,0.0,0.0,228.0,0.0
Carlos Manuel Cardoso Mané,Guinea-Bissau,19,0.0,0.0,5.0,0.0
Miguel Baeza Pérez,Celta Vigo,14,0.0,0.0,3.0,0.0
Jordi Masip López,Barcelona,24,0.0,0.0,20.0,0.0
César Saúl Huerta Valera,Mexico,16,0.0,0.0,5.0,0.0
Alexis Ruano Delgado,Getafe,516,0.0,0.0,217.0,0.0
Nicolás Esteban Fernández Muñoz,Chile,5,0.0,0.0,0.0,
Sílvio Manuel Azevedo Ferreira Sá Pereira,Atlético Madrid,9,0.0,0.0,3.0,0.0
Ivan Radovanović,Chievo,1085,0.0,0.0,283.0,0.0
Lisandro Magallán,Deportivo Alavés,23,0.0,0.0,15.0,0.0
Anna Anvegård,Sweden Women's,33,0.0,0.0,9.0,0.0
Ahmed Khalil,Tunisia,5,0.0,0.0,0.0,
Ibrahima Koné,Lorient,16,0.0,0.0,1.0,0.0
Hany Mukhtar,Nashville SC,16,0.0,0.0,7.0,0.0
Ádám Szalai,Hannover 96,162,0.0,0.0,27.0,0.0
Jannik Vestergaard,Werder Bremen,974,0.0,0.0,418.0,0.0
Dado Prso,AS Monaco,18,0.0,0.0,1.0,0.0
Yacine Brahimi,Granada,36,0.0,0.0,12.0,0.0
Cyrille Bayala,AC Ajaccio,16,0.0,0.0,4.0,0.0
Daniel Toribio Gutiérrez,Málaga,16,0.0,0.0,6.0,0.0
Clinton Morrison,Birmingham City,13,0.0,0.0,2.0,0.0
Laureano Bisan-Etame Mayer,Arsenal,1616,0.0,0.0,526.0,0.0
Júlio César Jacobi,Getafe,12,0.0,0.0,11.0,0.0
Takashi Usami,Japan,24,0.0,0.0,9.0,0.0
Vita van der Linden,Bristol City WFC,9,0.0,0.0,0.0,
David Timor Copoví,Osasuna,9,0.0,0.0,2.0,0.0
Pedro Jesús Aquino Sánchez,Peru,87,0.0,0.0,19.0,0.0
Greg Stewart,Jamshedpur,602,0.0,0.0,240.0,0.0
Stefan Šćepović,Getafe,341,0.0,0.0,42.0,0.0
Peter Ducke,German DR,8,0.0,0.0,1.0,0.0
Fabien Lemoine,Lorient,14,0.0,0.0,3.0,0.0
Juan Bernat Velasco,Paris Saint-Germain,1337,0.0,0.0,188.0,0.0
Patrik Berger,Portsmouth,8,0.0,0.0,3.0,0.0
Vicente Iborra De La Fuente,Sevilla,517,0.0,0.0,141.0,0.0
Karl Brillant Toko Ekambi,Rennes,18,0.0,0.0,2.0,0.0
Pedro López Muñoz,Huesca,7,0.0,0.0,1.0,0.0
Daniel Alberto Díaz,Atlético Madrid,11,0.0,0.0,3.0,0.0
Darren Fletcher,West Bromwich Albion,1151,0.0,0.0,394.0,0.0
Wes Harding,Jamaica,17,0.0,0.0,3.0,0.0
Miguel Ángel Sánchez Muñoz,Rayo Vallecano,8,0.0,0.0,3.0,0.0
Terem Igobor Moffi,OGC Nice,10,0.0,0.0,3.0,0.0
Inge Ejderstedt,Sweden,12,0.0,0.0,4.0,0.0
Agustín García Iñiguez,Albacete,5,0.0,0.0,3.0,0.0
Raúl García Carnero,Deportivo Alavés,5,0.0,0.0,4.0,0.0
Yangel Clemente Herrera Ravelo,Venezuela,147,0.0,0.0,48.0,0.0
Alex Sandro Mendonça Dos Santos,Sevilla,16,0.0,0.0,7.0,0.0
Gabriel Alejandro Villamíl Cortéz,Bolivia,104,0.0,0.0,15.0,0.0
Mikael Forssell,Birmingham City,9,0.0,0.0,2.0,0.0
Geneviève Ngo Mbeleck,Cameroon Women's,11,0.0,0.0,1.0,0.0
Estanislao Argote Salaberría,Athletic Club,9,0.0,0.0,4.0,0.0
José Luis García del Pozo,Málaga,1234,0.0,0.0,343.0,0.0
Anne Moorhouse,West Ham United LFC,377,0.0,0.0,224.0,0.0
Joo-Ho Park,South Korea,7,0.0,0.0,3.0,0.0
Jaime Asensio De La Fuente,Getafe,5,0.0,0.0,1.0,0.0
Alberto Gilardino,AC Milan,5,0.0,0.0,2.0,0.0
Valon Berisha,Stade de Reims,11,0.0,0.0,4.0,0.0
David de Gea Quintana,Manchester United,596,0.0,0.0,487.0,0.0
Emi Nakajima,Japan Women's,108,0.0,0.0,25.0,0.0
Miguel Ángel García Pérez Roldán,Almería,137,0.0,0.0,44.0,0.0
Keira Walsh,Manchester City WFC,2997,0.0,0.0,866.0,0.0
Josip Drmic,Hamburger SV,85,0.0,0.0,22.0,0.0
Raymond Kaelbel,France,19,0.0,0.0,10.0,0.0
Steve Michel Mounié,Montpellier,14,0.0,0.0,0.0,
Yves Hadley Desmarets,RC Deportivo La Coruña,9,0.0,0.0,1.0,0.0
Klaas-Jan Huntelaar,Schalke 04,386,0.0,0.0,69.0,0.0
Davide Biondini,Sassuolo,356,0.0,0.0,118.0,0.0
Josh Risdon,Australia,113,0.0,0.0,43.0,0.0
Julio Alberto Moreno Casas,Barcelona,66,0.0,0.0,27.0,0.0
Rudy Gestede,Aston Villa,348,0.0,0.0,40.0,0.0
Omenuke Mfulu,Stade de Reims,176,0.0,0.0,57.0,0.0
Bradley Guzan,Aston Villa,486,0.0,0.0,444.0,0.0
Mattia Cassani,Sampdoria,894,0.0,0.0,311.0,0.0
Niko Bungert,FSV Mainz 05,729,0.0,0.0,250.0,0.0
Simone Padoin,Juventus,254,0.0,0.0,44.0,0.0
Maya Le Tissier,Brighton & Hove Albion WFC,968,0.0,0.0,420.0,0.0
Sergio Ramos García,Spain,469,0.0,0.0,216.0,0.0
Bonnie Horwood,Yeovil Town LFC,332,0.0,0.0,92.0,0.0
Elizabeth Arnott,Manchester United,21,0.0,0.0,4.0,0.0
Caroline Weir,Manchester City WFC,2364,0.0,0.0,536.0,0.0
Sydney Miramontez,Utah Royals,113,0.0,0.0,51.0,0.0
McCall Zerboni,North Carolina Courage,373,0.0,0.0,131.0,0.0
Raúl Albiol i Tortajada,Valencia,94,0.0,0.0,38.0,0.0
Javier Rodríguez Venta,Villarreal,146,0.0,0.0,48.0,0.0
Sabin Merino Zuloaga,Athletic Club,222,0.0,0.0,48.0,0.0
Víctor Ruíz Torre,Valencia,121,0.0,0.0,42.0,0.0
Nana Ichise,Japan Women's,156,0.0,0.0,53.0,0.0
Nkosinathi Sibisi,South Africa,70,0.0,0.0,18.0,0.0
Thomas Mangani,Angers,1287,0.0,0.0,455.0,0.0
Joan Jordán Moreno,Eibar,153,0.0,0.0,38.0,0.0
Hugo Ayala Castro,Mexico,55,0.0,0.0,18.0,0.0
Carlos Córdoba,Boca Juniors,25,0.0,0.0,6.0,0.0
José Vicente Sánchez Felip,Barcelona,29,0.0,0.0,16.0,0.0
Aaron Lennon,Leeds United,5,0.0,0.0,3.0,0.0
Sidi Bouna Sidi Amar,Mauritania,40,0.0,0.0,10.0,0.0
Oussama Tannane,Saint-Étienne,161,0.0,0.0,37.0,0.0
Gonzalo Colsa Albendea,Racing Santander,226,0.0,0.0,59.0,0.0
Danilo Soddimo,Frosinone,549,0.0,0.0,163.0,0.0
Christopher Maboulou,Bastia,40,0.0,0.0,11.0,0.0
Paolo De Ceglie,Marseille,119,0.0,0.0,36.0,0.0
Riyad Mahrez,Leicester City,816,0.0,0.0,248.0,0.0
Sami Khedira,Germany,83,0.0,0.0,22.0,0.0
Jermaine Pennant,Leeds United,63,0.0,0.0,9.0,0.0
Joaquín Navarro Jiménez,Mallorca,19,0.0,0.0,7.0,0.0
Matheus Dória Macedo,Granada,113,0.0,0.0,59.0,0.0
László Kleinheisler,Werder Bremen,59,0.0,0.0,16.0,0.0
Adnane Tighadouini,Málaga,88,0.0,0.0,22.0,0.0
Philippe Coutinho Correia,Barcelona,2234,0.0,0.0,472.0,0.0
Jonathan Gradit,Lens,90,0.0,0.0,29.0,0.0
Luis Fernando Muriel Fruto,Sampdoria,363,0.0,0.0,64.0,0.0
Denis Irwin,Manchester United,80,0.0,0.0,23.0,0.0
Bruno Henrique Pinto,Wolfsburg,53,0.0,0.0,14.0,0.0
Guido Rodríguez,Real Betis,61,0.0,0.0,13.0,0.0
Dejan Dražić,Celta Vigo,20,0.0,0.0,2.0,0.0
Lydia Grace Yilkari Williams,Australia Women's,126,0.0,0.0,86.0,0.0
Sanjin Prcić,Strasbourg,48,0.0,0.0,15.0,0.0
David Albelda Aliqués,Valencia,300,0.0,0.0,82.0,0.0
Alia Guagni,Italy Women's,137,0.0,0.0,64.0,0.0
José de Jesús Del Muro Lopez,Mexico,32,0.0,0.0,13.0,0.0
Alexandra Riley,Chelsea FCW,107,0.0,0.0,23.0,0.0
Christen Annemarie Press,United States Women's,95,0.0,0.0,24.0,0.0
Wendell Nascimento Borges,Bayer Leverkusen,1201,0.0,0.0,403.0,0.0
Stéphane Jean François Pignol,Real Murcia CF,25,0.0,0.0,12.0,0.0
Odion Jude Ighalo,Nigeria,13,0.0,0.0,1.0,0.0
Oier Olazábal Paredes,Real Sociedad,51,0.0,0.0,38.0,0.0
Luis Amaranto Perea Mosquera,Atlético Madrid,133,0.0,0.0,54.0,0.0
Rachid Aït-Atmane,Sporting Gijón,384,0.0,0.0,101.0,0.0
Michael Hector,Jamaica,77,0.0,0.0,34.0,0.0
Calvin Bassey Ughelumba,Nigeria,210,0.0,0.0,81.0,0.0
Mikel Labaka Zurriarain,Rayo Vallecano,9,0.0,0.0,3.0,0.0
José Manuel Casado Bizcocho,Xerez,41,0.0,0.0,16.0,0.0
Viktoria Schnaderbeck,Arsenal WFC,1059,0.0,0.0,347.0,0.0
Yuto Nagatomo,Inter Milan,823,0.0,0.0,229.0,0.0
Fernando de Lacerda Gomes,Guinea-Bissau,56,0.0,0.0,7.0,0.0
Demarai Gray,Leicester City,72,0.0,0.0,12.0,0.0
Michaela Abam,Cameroon Women's,25,0.0,0.0,5.0,0.0
Thomas Lemar,AS Monaco,693,0.0,0.0,203.0,0.0
Paulin Puel,OGC Nice,44,0.0,0.0,8.0,0.0
Denis Cheryshev,Valencia,197,0.0,0.0,39.0,0.0
Miguel Arturo Layún Prado,Sevilla,18,0.0,0.0,5.0,0.0
Carli Anne Hollins,NJ/NY Gotham FC,116,0.0,0.0,45.0,0.0
Sebastien Chabaud,Gimnàstic Tarragona,27,0.0,0.0,13.0,0.0
Mohamed Youcef Belaïli,Algeria,91,0.0,0.0,25.0,0.0
Álvaro Medrán Just,Deportivo Alavés,17,0.0,0.0,4.0,0.0
Sarthak Golui,Bengaluru,15,0.0,0.0,7.0,0.0
Lukas Fröde,Werder Bremen,29,0.0,0.0,14.0,0.0
Anuar Mohamed Tuhami,Real Valladolid,90,0.0,0.0,24.0,0.0
Franky Vercauteren,Belgium,21,0.0,0.0,6.0,0.0
Renato Soares de Oliveira Augusto,Brazil,43,0.0,0.0,12.0,0.0
Dennis Diekmeier,Hamburger SV,493,0.0,0.0,130.0,0.0
Marcos Gullón Ferrera,Racing Santander,22,0.0,0.0,4.0,0.0
Granit Xhaka,Borussia Mönchengladbach,1895,0.0,0.0,618.0,0.0
Andrea Pirlo,Juventus,40,0.0,0.0,19.0,0.0
Gabriel Iván Mercado,Sevilla,51,0.0,0.0,12.0,0.0
Johan Felipe Vásquez Ibarra,Mexico,177,0.0,0.0,49.0,0.0
Maria Thorisdottir,Manchester United,209,0.0,0.0,69.0,0.0
Papa Kouly Diop,Racing Santander,114,0.0,0.0,40.0,0.0
Mircea Lucescu,Romania,19,0.0,0.0,1.0,0.0
José Ángel Crespo Rincón,Racing Santander,28,0.0,0.0,12.0,0.0
Costel Fane Pantilimon,Sunderland,281,0.0,0.0,249.0,0.0
Bethan Roberts,Reading WFC,133,0.0,0.0,30.0,0.0
Alberto Rivera Pizarro,Real Betis,81,0.0,0.0,25.0,0.0
Victoriano Rivas Álvaro,Getafe,24,0.0,0.0,14.0,0.0
Jan Kirchhoff,Sunderland,389,0.0,0.0,151.0,0.0
Frédéric Guilbert,Strasbourg,66,0.0,0.0,12.0,0.0
Luis Jesús Rioja González,Deportivo Alavés,35,0.0,0.0,10.0,0.0
El Chadaille Bitshiabu,Paris Saint-Germain,337,0.0,0.0,100.0,0.0
Max Kruse,Wolfsburg,895,0.0,0.0,167.0,0.0
Kirsty Smith,Manchester United,734,0.0,0.0,227.0,0.0
Joo-Ho Park,Borussia Dortmund,221,0.0,0.0,51.0,0.0
Arturo Erasmo Vidal Pardo,Bayern Munich,1822,0.0,0.0,397.0,0.0
Matías Vecino Falero,Fiorentina,1722,0.0,0.0,344.0,0.0
Pasquale Bruno,Juventus,38,0.0,0.0,16.0,0.0
Alain Goma,Fulham,26,0.0,0.0,8.0,0.0
Francisco Guillermo Ochoa Magaña,Málaga,167,0.0,0.0,137.0,0.0
Jukka Raitala,Osasuna,29,0.0,0.0,18.0,0.0
Nordi Mukiele Mulere,Paris Saint-Germain,444,0.0,0.0,94.0,0.0
Tony Jantschke,Borussia Mönchengladbach,500,0.0,0.0,182.0,0.0
Denis Bouanga,LAFC,18,0.0,0.0,4.0,0.0
Borja Mayoral Moya,Real Madrid,68,0.0,0.0,10.0,0.0
José Andrés Guardado Hernández,Real Betis,243,0.0,0.0,61.0,0.0
Johan Cruyff,Ajax,78,0.0,0.0,24.0,0.0
Guilherme Magdalena Siqueira,Atlético Madrid,60,0.0,0.0,24.0,0.0
Yordan Hernando Osorio Paredes,Venezuela,189,0.0,0.0,80.0,0.0
Brian Jephte Bayeye,Congo DR,36,0.0,0.0,14.0,0.0
David López Silva,Napoli,503,0.0,0.0,72.0,0.0
Zaydou Youssouf,Saint-Étienne,27,0.0,0.0,2.0,0.0
Luis Hernández Rodríguez,Sporting Gijón,1270,0.0,0.0,558.0,0.0
Stephanie-Elise Catley,Arsenal WFC,132,0.0,0.0,34.0,0.0
Pierre-Emerick Aubameyang,Borussia Dortmund,367,0.0,0.0,80.0,0.0
Heiko Westermann,Real Betis,499,0.0,0.0,188.0,0.0
Borja Fernández Fernández,Celta Vigo,50,0.0,0.0,8.0,0.0
Pablo César Aimar Giordano,Real Zaragoza,97,0.0,0.0,26.0,0.0
Javier Garrido Behovide,Real Sociedad,32,0.0,0.0,11.0,0.0
David García De La Cruz,Espanyol,72,0.0,0.0,30.0,0.0
Luca Bittante,Empoli,303,0.0,0.0,73.0,0.0
Jesús David Murillo Largacha,LAFC,14,0.0,0.0,5.0,0.0
Clare Elizabeth Polkinghorne,Houston Dash,81,0.0,0.0,33.0,0.0
José Ángel Crespo Rincón,Córdoba CF,34,0.0,0.0,16.0,0.0
Renaud Cohade,Saint-Étienne,483,0.0,0.0,136.0,0.0
Giorgio Chiellini,Juventus,1250,0.0,0.0,456.0,0.0
Arjen Robben,Bayern Munich,623,0.0,0.0,162.0,0.0
Lauren Bruton,Reading WFC,439,0.0,0.0,119.0,0.0
Luca Paganini,Frosinone,336,0.0,0.0,87.0,0.0
Megan Walsh,Yeovil Town LFC,299,0.0,0.0,272.0,0.0
Gonzalo Castro Irizábal,Mallorca,102,0.0,0.0,28.0,0.0
Mattia De Sciglio,AC Milan,880,0.0,0.0,275.0,0.0
Rafael Alcântara do Nascimento,Barcelona,1413,0.0,0.0,212.0,0.0
Glenn Murray,AFC Bournemouth,119,0.0,0.0,18.0,0.0
Karim El Ahmadi Al Aroos,Morocco,93,0.0,0.0,26.0,0.0
Filip Helander,Hellas Verona,583,0.0,0.0,186.0,0.0
Gonzalo Javier Rodríguez,Fiorentina,1931,0.0,0.0,622.0,0.0
Santiago Vergini,Getafe,770,0.0,0.0,238.0,0.0
Steed Malbranque,Lyon,227,0.0,0.0,42.0,0.0
Zinédine Machach,Toulouse,307,0.0,0.0,62.0,0.0
Pontus Jansson,Torino,325,0.0,0.0,109.0,0.0
Stephanie Lynn Marie Labbé,Canada Women's,85,0.0,0.0,63.0,0.0
Stine Larsen,Aston Villa,186,0.0,0.0,33.0,0.0
Ricardo Sanzol Goñi,Osasuna,19,0.0,0.0,19.0,0.0
Idriss Carlos Kameni,Espanyol,161,0.0,0.0,141.0,0.0
Gojko Kačar,Hamburger SV,412,0.0,0.0,111.0,0.0
Nahuel Adolfo Ferraresi Hernández,Venezuela,146,0.0,0.0,59.0,0.0
Cheick Oumar Doucoure,Lens,87,0.0,0.0,32.0,0.0
Angel Gomes,Lille,118,0.0,0.0,24.0,0.0
Romain Hamouma,Saint-Étienne,401,0.0,0.0,109.0,0.0
Laura Rafferty,Bristol City WFC,104,0.0,0.0,45.0,0.0
Eric-Sylvain Bilal Abidal,Barcelona,5948,0.0,0.0,1865.0,0.0
Fabien Centonze,Nantes,36,0.0,0.0,13.0,0.0
Ronny Rodelin,Caen,695,0.0,0.0,233.0,0.0
Alexis Alejandro Sánchez Sánchez,Arsenal,1141,0.0,0.0,314.0,0.0
Danny Latza,FSV Mainz 05,950,0.0,0.0,245.0,0.0
Diego Ifrán Sala,Real Sociedad,15,0.0,0.0,3.0,0.0
José Antonio Delgado Villar,Real Betis,87,0.0,0.0,28.0,0.0
Steven Taylor,Newcastle United,273,0.0,0.0,77.0,0.0
Mesut Özil,Arsenal,2050,0.0,0.0,584.0,0.0
Nabil Bahoui,Hamburger SV,31,0.0,0.0,13.0,0.0
Nigel Martyn,Everton,22,0.0,0.0,20.0,0.0
Michael Tarnat,Manchester City,69,0.0,0.0,31.0,0.0
Fabian Frei,FSV Mainz 05,336,0.0,0.0,94.0,0.0
Robbie Kruse,Bayer Leverkusen,99,0.0,0.0,14.0,0.0
Ngozi Ebere,Nigeria Women's,76,0.0,0.0,35.0,0.0
Valérie Gauvin,France Women's,46,0.0,0.0,3.0,0.0
Jane Ross,West Ham United LFC,357,0.0,0.0,87.0,0.0
Juan Domínguez Lamas,RC Deportivo La Coruña,126,0.0,0.0,33.0,0.0
Yeray Álvarez López,Athletic Club,141,0.0,0.0,52.0,0.0
Lauren Barnes,OL Reign,268,0.0,0.0,120.0,0.0
Stefan Reinartz,Eintracht Frankfurt,706,0.0,0.0,239.0,0.0
Ryad Boudebouz,Montpellier,1602,0.0,0.0,522.0,0.0
Theresa Nielsen,OL Reign,237,0.0,0.0,87.0,0.0
Roderick Alonso Miller Molina,Panama,100,0.0,0.0,28.0,0.0
Gauthier Hein,Auxerre,44,0.0,0.0,13.0,0.0
Ángel Fabián Di María Hernández,Paris Saint-Germain,2051,0.0,0.0,551.0,0.0
Deyverson Brum Silva Acosta,Deportivo Alavés,34,0.0,0.0,9.0,0.0
Zózimo Alves Calazães,Brazil,19,0.0,0.0,12.0,0.0
Katie Rood,Bristol City WFC,17,0.0,0.0,5.0,0.0
Daniel Wass,Valencia,118,0.0,0.0,36.0,0.0
Stevan Jovetić,Inter Milan,640,0.0,0.0,141.0,0.0
Andrea Conti,Atalanta,325,0.0,0.0,100.0,0.0
Łukasz Gikiewicz,Chennaiyin,188,0.0,0.0,31.0,0.0
Mohamed Naser Elsayed Elneny,Arsenal,685,0.0,0.0,163.0,0.0
Víctor Sánchez Mata,Espanyol,1023,0.0,0.0,264.0,0.0
Gemma Bonner,Manchester City WFC,2170,0.0,0.0,713.0,0.0
Manuel Locatelli,AC Milan,47,0.0,0.0,17.0,0.0
Grady Diangana,Congo DR,21,0.0,0.0,3.0,0.0
Noah-Joel Sarenren-Bazee,Hannover 96,30,0.0,0.0,7.0,0.0
Antonio Galdeano Benítez,Málaga,66,0.0,0.0,20.0,0.0
Romain Genevois,OGC Nice,609,0.0,0.0,194.0,0.0
Shelina Laura Zadorsky,Tottenham Hotspur Women,786,0.0,0.0,295.0,0.0
Sergio Herrera Pirón,Osasuna,61,0.0,0.0,51.0,0.0
Marcos Paulo Mesquita Lopes,Lille,173,0.0,0.0,42.0,0.0
Mahamane El-Hadj Traoré,OGC Nice,230,0.0,0.0,42.0,0.0
Bartholomew Owogbalor Ogbeche,Hyderabad,306,0.0,0.0,91.0,0.0
Thibaut Courtois,Real Madrid,102,0.0,0.0,57.0,0.0
Michael Amir Murillo Bermudez,Panama,195,0.0,0.0,66.0,0.0
Haxzel Quirós Cruz,Costa Rica,38,0.0,0.0,7.0,0.0
Juan Bernat Velasco,Bayern Munich,845,0.0,0.0,181.0,0.0
Marko Livaja,Empoli,133,0.0,0.0,21.0,0.0
Serigne Mourtada Fall,Mumbai City,750,0.0,0.0,314.0,0.0
Cheikh N''Doye,Angers,759,0.0,0.0,225.0,0.0
Albian Afrim Ajeti,Augsburg,6,0.0,0.0,1.0,0.0
Ángel Dealbert Ibáñez,Valencia,74,0.0,0.0,20.0,0.0
Manuel Jesús Arana Rodríguez,Racing Santander,44,0.0,0.0,9.0,0.0
Ignacio Camacho Barnola,Málaga,1069,0.0,0.0,340.0,0.0
Jordi Figueras Montel,Real Betis,97,0.0,0.0,38.0,0.0
Lucas Rodrigo Biglia,Argentina,44,0.0,0.0,9.0,0.0
Alban Lafont,Nantes,69,0.0,0.0,52.0,0.0
Fernando De Napoli,Napoli,99,0.0,0.0,42.0,0.0
Alberto Gilardino,Palermo,402,0.0,0.0,49.0,0.0
Cayetano Bartolomé Bonnín Vásquez,Osasuna,8,0.0,0.0,3.0,0.0
Jitendra Singh,Jamshedpur,327,0.0,0.0,82.0,0.0
Federico Julián Fazio,Argentina,21,0.0,0.0,7.0,0.0
Paul Nardi,AS Monaco,36,0.0,0.0,22.0,0.0
Admir Mehmedi,Bayer Leverkusen,424,0.0,0.0,102.0,0.0
Xabier Alonso Olano,Bayern Munich,2105,0.0,0.0,640.0,0.0
Alexander Hack,FSV Mainz 05,311,0.0,0.0,124.0,0.0
Lucas Rodrigo Biglia,Lazio,1692,0.0,0.0,493.0,0.0
Unai López Cabrera,Athletic Club,65,0.0,0.0,13.0,0.0
Infren Da Conceição David Matola,Mozambique,46,0.0,0.0,10.0,0.0
Jaime Gavilán Martínez,Getafe,42,0.0,0.0,14.0,0.0
Jules Goda,Gazélec Ajaccio,58,0.0,0.0,46.0,0.0
Jesús Gámez Duarte,Atlético Madrid,293,0.0,0.0,120.0,0.0
Manvir Singh,NorthEast United,15,0.0,0.0,1.0,0.0
Niklas Stark,Hertha Berlin,688,0.0,0.0,209.0,0.0
Matilde Lundorf Skovsen,Brighton & Hove Albion WFC,185,0.0,0.0,56.0,0.0
Marlyse Bernadette Ngo Ndoumbouk,Cameroon Women's,12,0.0,0.0,3.0,0.0
Álvaro Vadillo Cifuentes,Real Betis,75,0.0,0.0,20.0,0.0
Jordi Figueras Montel,Rayo Vallecano,61,0.0,0.0,30.0,0.0
Cristiano Ronaldo dos Santos Aveiro,Manchester United,43,0.0,0.0,6.0,0.0
Víctor Muñoz Manrique,Barcelona,57,0.0,0.0,15.0,0.0
Felix Kroos,Werder Bremen,75,0.0,0.0,26.0,0.0
Luca Antei,Sassuolo,136,0.0,0.0,37.0,0.0
José Miguel da Rocha Fonte,Portugal,144,0.0,0.0,52.0,0.0
Manuel Jesús Ortiz Toribio,Osasuna,57,0.0,0.0,25.0,0.0
Francisco Casilla Cortés,Real Madrid,58,0.0,0.0,40.0,0.0
Kate Longhurst,West Ham United LFC,1076,0.0,0.0,293.0,0.0
Joel Robles Blázquez,Real Betis,46,0.0,0.0,27.0,0.0
Saša Lukić,Levante UD,28,0.0,0.0,7.0,0.0
Presnel Kimpembe,Paris Saint-Germain,2115,0.0,0.0,654.0,0.0
Edgardo Isaac Fariña Wynter,Panama,150,0.0,0.0,58.0,0.0
Oleguer Presas Renom,Barcelona,1720,0.0,0.0,531.0,0.0
Max Christiansen,Ingolstadt,310,0.0,0.0,76.0,0.0
Alberto Facundo Costa,Valencia,153,0.0,0.0,47.0,0.0
Lassana Coulibaly,Mali,116,0.0,0.0,23.0,0.0
Stefan Aigner,Eintracht Frankfurt,541,0.0,0.0,99.0,0.0
Aaron Ramsey,OGC Nice,118,0.0,0.0,34.0,0.0
Aitor Tornavaca Fernández,Recreativo Huelva,70,0.0,0.0,22.0,0.0
Santiago Cazorla González,Villarreal,283,0.0,0.0,98.0,0.0
David Rodríguez Lombán,Valencia,8,0.0,0.0,3.0,0.0
Michał Pazdan,Poland,133,0.0,0.0,50.0,0.0
Juan Carlos Paredes Reasco,Watford,256,0.0,0.0,94.0,0.0
Francisco Puñal Martínez,Osasuna,302,0.0,0.0,100.0,0.0
Duje Ćaleta-Car,Marseille,101,0.0,0.0,35.0,0.0
Mario Suárez Mata,Fiorentina,429,0.0,0.0,121.0,0.0
Rafael Tolói,Atalanta,561,0.0,0.0,238.0,0.0
Jacopo Sala,Hellas Verona,527,0.0,0.0,150.0,0.0
Marisa Ewers,Birmingham City WFC,181,0.0,0.0,39.0,0.0
Luca Antonelli,AC Milan,1234,0.0,0.0,425.0,0.0
M''Baye Babacar Niang,Senegal,53,0.0,0.0,11.0,0.0
Giovanni van Bronckhorst,Barcelona,1140,0.0,0.0,335.0,0.0
Prince Vinny Ibara Doniama,Bengaluru,179,0.0,0.0,32.0,0.0
Mayumi Pacheco,West Ham United LFC,357,0.0,0.0,125.0,0.0
Onyinye Wilfred Ndidi,Nigeria,133,0.0,0.0,38.0,0.0
Fredy Alejandro Guarín Vásquez,Inter Milan,355,0.0,0.0,99.0,0.0
Nuri Şahin,Borussia Dortmund,456,0.0,0.0,105.0,0.0
Kelechi Promise Iheanacho,Nigeria,33,0.0,0.0,7.0,0.0
Edward Chilufya,Zambia,10,0.0,0.0,3.0,0.0
Tsepo Peter Masilela,Getafe,22,0.0,0.0,6.0,0.0
Joe Gomez,Liverpool,218,0.0,0.0,69.0,0.0
José Andrés Guardado Hernández,Valencia,76,0.0,0.0,21.0,0.0
Robert Lewandowski,Bayern Munich,608,0.0,0.0,95.0,0.0
Denise O'Sullivan,North Carolina Courage,331,0.0,0.0,105.0,0.0
Marc Torrejón Moya,Espanyol,54,0.0,0.0,31.0,0.0
Eduardo Jesús Vargas Rojas,Chile,31,0.0,0.0,4.0,0.0
Fernando Rubén Gago,Real Madrid,214,0.0,0.0,76.0,0.0
Francisco José Molinero Calderón,Real Betis,463,0.0,0.0,171.0,0.0
Ismael Marchal Razquín,Gimnàstic Tarragona,22,0.0,0.0,5.0,0.0
Eduardo Antonio Salvio,Argentina,85,0.0,0.0,16.0,0.0
David García Santana,Las Palmas,794,0.0,0.0,295.0,0.0
Fernando Soriano Marco,Osasuna,5,0.0,0.0,3.0,0.0
Molly Bartrip,Reading WFC,1183,0.0,0.0,468.0,0.0
Evidence Makgopa,South Africa,85,0.0,0.0,15.0,0.0
Carlos Marchena López,Valencia,116,0.0,0.0,40.0,0.0
Amber Brooks,Houston Dash,127,0.0,0.0,72.0,0.0
Imran Khan,NorthEast United,327,0.0,0.0,100.0,0.0
Ludovic Blas,Nantes,132,0.0,0.0,29.0,0.0
José Carlos de Araújo Nunes,Mallorca,103,0.0,0.0,32.0,0.0
André Miguel Valente Silva,Sevilla,16,0.0,0.0,9.0,0.0
Joseph Martín Mora Cortéz,Costa Rica,33,0.0,0.0,13.0,0.0
Matthew Taylor,Portsmouth,30,0.0,0.0,15.0,0.0
Geum-Min Lee,Brighton & Hove Albion WFC,260,0.0,0.0,40.0,0.0
Darlin Zidane Yongwa Ngameni,Cameroon,59,0.0,0.0,15.0,0.0
Sofiane Diop,OGC Nice,57,0.0,0.0,7.0,0.0
Andreu Guerao Mayoral,Sporting Gijón,34,0.0,0.0,9.0,0.0
José Manuel Sánchez Guillén,Elche,34,0.0,0.0,7.0,0.0
